naxIpaWe	n	na	nax	naxI	e	We	aWe	paWe	NN
sumiwrAke	s	su	sum	sumi	e	ke	Ake	rAke	NNP
banXu	b	ba	ban	banX	u	Xu	nXu	anXu	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
BAbibAra	B	BA	BAb	BAbi	a	ra	Ara	bAra	JJ
xuHsAhasa	x	xu	xuH	xuHs	a	sa	asa	hasa	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
meyZera	m	me	mey	meyZ	a	ra	era	Zera	NN
pakRei	p	pa	pak	pakR	i	ei	Rei	kRei	PSP
sahaja	s	sa	sah	saha	a	ja	aja	haja	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
BAlabAsiwe	B	BA	BAl	BAla	e	we	iwe	siwe	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
sarba-biRayZe	s	sa	sar	sarb	e	Ze	yZe	ayZe	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
asAXAraNa	a	as	asA	asAX	a	Na	aNa	raNa	JJ
SreRTawAra	S	Sr	Sre	SreR	a	ra	Ara	wAra	NN
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
hqxayZera	h	hq	hqx	hqxa	a	ra	era	Zera	NN
gaBIra	g	ga	gaB	gaBI	a	ra	Ira	BIra	JJ
Bakwi	B	Ba	Bak	Bakw	i	wi	kwi	akwi	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
arpaNa	a	ar	arp	arpa	a	Na	aNa	paNa	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
sexina	s	se	sex	sexi	a	na	ina	xina	NN
yawa	y	ya	yaw	yawa	a	wa	awa	yawa	DEM
aparAXai	a	ap	apa	apar	i	ai	Xai	AXai	NN
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
WAka	W	WA	WAk	WAka	a	ka	Aka	WAka	VAUX
nArI	n	nA	nAr	nArI	I	rI	ArI	nArI	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
abalIlAkrame	a	ab	aba	abal	e	me	ame	rame	RB
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
hawyA	h	ha	haw	hawy	A	yA	wyA	awyA	NN
karAra	k	ka	kar	karA	a	ra	Ara	rAra	VM
AxeSa	A	Ax	Axe	AxeS	a	Sa	eSa	xeSa	NN
xeoyZAyZa	x	xe	xeo	xeoy	a	Za	yZa	AyZa	VM
Bakwi	B	Ba	Bak	Bakw	i	wi	kwi	akwi	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
aparisIma	a	ap	apa	apar	a	ma	Ima	sIma	JJ
BayZe	B	Ba	Bay	BayZ	e	Ze	yZe	ayZe	NN
rUpAnwariwa	r	rU	rUp	rUpA	a	wa	iwa	riwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
giyZACila	g	gi	giy	giyZ	a	la	ila	Cila	VAUX
balira	b	ba	bal	bali	a	ra	ira	lira	NN
paSu	p	pa	paS	paSu	u	Su	aSu	paSu	NN
rakwa-mAKA	r	ra	rak	rakw	A	KA	AKA	mAKA	NN
KadZgera	K	Ka	Kad	KadZ	a	ra	era	gera	NN
sammuKe	s	sa	sam	samm	e	Ke	uKe	muKe	NST
yemana	y	ye	yem	yema	a	na	ana	mana	CC
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
aBiBUwa	a	aB	aBi	aBiB	a	wa	Uwa	BUwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
padZe	p	pa	pad	padZ	e	Ze	dZe	adZe	VAUX
wemani	w	we	wem	wema	i	ni	ani	mani	CC

apUrbake	a	ap	apU	apUr	e	ke	ake	bake	NN
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ye	y	ye	ye	ye	e	ye	ye	ye	CC
kawa	k	ka	kaw	kawa	a	wa	awa	kawa	QF
BAlabAsiwa	B	BA	BAl	BAla	a	wa	iwa	siwa	JJ
sumiwrAra	s	su	sum	sumi	a	ra	Ara	rAra	NN
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
aparijFAwa	a	ap	apa	apar	a	wa	Awa	FAwa	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
BAlabAsA	B	BA	BAl	BAla	A	sA	AsA	bAsA	VM
ye	y	ye	ye	ye	e	ye	ye	ye	RP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
baswu	b	ba	bas	basw	u	wu	swu	aswu	NN
seo	s	se	seo	seo	o	eo	seo	seo	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
abixiwa	a	ab	abi	abix	a	wa	iwa	xiwa	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
waWApi	w	wa	waW	waWA	i	pi	Api	WApi	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
ekajanera	e	ek	eka	ekaj	a	ra	era	nera	NN
prANAXikera	p	pr	prA	prAN	a	ra	era	kera	NN
prANaxaNdAjFA	p	pr	prA	prAN	A	FA	jFA	AjFA	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
nArI	n	nA	nAr	nArI	I	rI	ArI	nArI	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
nArIra	n	nA	nAr	nArI	a	ra	Ira	rIra	NN
wilArXa	w	wi	wil	wilA	a	Xa	rXa	ArXa	NN
bAXe	b	bA	bAX	bAXe	e	Xe	AXe	bAXe	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

bexanAra	b	be	bex	bexa	a	ra	Ara	nAra	NN
Agune	A	Ag	Agu	Agun	e	ne	une	gune	NN
bukera	b	bu	buk	buke	a	ra	era	kera	NN
BiwaratA	B	Bi	Biw	Biwa	A	tA	atA	ratA	NST
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
emani	e	em	ema	eman	i	ni	ani	mani	PRP
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
huhu	h	hu	huh	huhu	u	hu	uhu	huhu	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
jbaliwe	j	jb	jba	jbal	e	we	iwe	liwe	NN
WAkiwa	W	WA	WAk	WAki	a	wa	iwa	kiwa	VM
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
se	s	se	se	se	e	se	se	se	PRP
ApanAke	A	Ap	Apa	Apan	e	ke	Ake	nAke	PRP
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
buJAiwa	b	bu	buJ	buJA	a	wa	iwa	Aiwa	JJ
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
karwabyera	k	ka	kar	karw	a	ra	era	yera	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
ewabadZa	e	ew	ewa	ewab	a	Za	dZa	adZa	INTF
nirmama	n	ni	nir	nirm	a	ma	ama	mama	JJ
niRTA	n	ni	niR	niRT	A	TA	RTA	iRTA	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
WAkile	W	WA	WAk	WAki	e	le	ile	kile	VM
paWera-xAbIra	p	pa	paW	paWe	a	ra	Ira	bIra	NN
karwrI	k	ka	kar	karw	I	rI	wrI	rwrI	NN
kariwa	k	ka	kar	kari	a	wa	iwa	riwa	VM
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
ke	k	ke	ke	ke	e	ke	ke	ke	WQ

yAhAxera	y	yA	yAh	yAhA	a	ra	era	xera	PRP
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
jIbanera	j	jI	jIb	jIba	a	ra	era	nera	NN
mUlya	m	mU	mUl	mUly	a	ya	lya	Ulya	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
rAjaxbAre	r	rA	rAj	rAja	e	re	Are	bAre	NN
rAjAra	r	rA	rAj	rAjA	a	ra	Ara	jAra	NN
Aine	A	Ai	Ain	Aine	e	ne	ine	Aine	NN
ye-sakala	y	ye	ye-	ye-s	a	la	ala	kala	QF
prANa	p	pr	prA	prAN	a	Na	ANa	rANa	NN
bAjeyZApwa	b	bA	bAj	bAje	a	wa	pwa	Apwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
geCe	g	ge	geC	geCe	e	Ce	eCe	geCe	VAUX
wAhArA	w	wA	wAh	wAhA	A	rA	ArA	hArA	PRP
nirBara	n	ni	nir	nirB	a	ra	ara	Bara	NN
kariwa	k	ka	kar	kari	a	wa	iwa	riwa	VM
wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
kise	k	ki	kis	kise	e	se	ise	kise	WQ

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
janma	j	ja	jan	janm	a	ma	nma	anma	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
SikRA	S	Si	Sik	SikR	A	RA	kRA	ikRA	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kESora	k	kE	kES	kESo	a	ra	ora	Sora	NN
o	o	o	o	o	o	o	o	o	CC
yObanera	y	yO	yOb	yOba	a	ra	era	nera	NN
biciwra	b	bi	bic	bici	a	ra	wra	iwra	JJ
iwihAsa	i	iw	iwi	iwih	a	sa	Asa	hAsa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
Asakwira	A	As	Asa	Asak	a	ra	ira	wira	NN
anawibarwanIyZa	a	an	ana	anaw	a	Za	yZa	IyZa	JJ
xqDZa	x	xq	xqD	xqDZ	a	Za	DZa	qDZa	JJ
saMsakwi	s	sa	saM	saMs	i	wi	kwi	akwi	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
karwabyaboXa	k	ka	kar	karw	a	Xa	oXa	boXa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
pARANa-hqxayZa	p	pA	pAR	pARA	a	Za	yZa	ayZa	NN
sakalera	s	sa	sak	saka	a	ra	era	lera	PRP
safgei	s	sa	saf	safg	i	ei	gei	fgei	NST
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
safgawi	s	sa	saf	safg	i	wi	awi	gawi	NN
xeKiwe	x	xe	xeK	xeKi	e	we	iwe	Kiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

nArI	n	nA	nAr	nArI	I	rI	ArI	nArI	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
biruxXe	b	bi	bir	biru	e	Xe	xXe	uxXe	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
pracaNda	p	pr	pra	prac	a	da	Nda	aNda	JJ
aBimAna	a	aB	aBi	aBim	a	na	Ana	mAna	NN
BArawIra	B	BA	BAr	BAra	a	ra	Ira	wIra	NNP
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
se	s	se	se	se	e	se	se	se	PRP
yena	y	ye	yen	yena	a	na	ena	yena	RP
ApanA-Apanii	A	Ap	Apa	Apan	i	ii	nii	anii	PRP
ekebAre	e	ek	eke	ekeb	e	re	Are	bAre	RB
bAhulya	b	bA	bAh	bAhu	a	ya	lya	ulya	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
se	s	se	se	se	e	se	se	se	PRP
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
sbajAwi	s	sb	sba	sbaj	i	wi	Awi	jAwi	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
BAbiwei	B	BA	BAb	BAbi	i	ei	wei	iwei	VM
pArila	p	pA	pAr	pAri	a	la	ila	rila	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
snehera	s	sn	sne	sneh	a	ra	era	hera	NN
xika	x	xi	xik	xika	a	ka	ika	xika	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
karuNAra	k	ka	kar	karu	a	ra	Ara	NAra	NN
xika	x	xi	xik	xika	a	ka	ika	xika	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
sumiwrAra	s	su	sum	sumi	a	ra	Ara	rAra	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
xAbI	x	xA	xAb	xAbI	I	bI	AbI	xAbI	NN
karibAra	k	ka	kar	kari	a	ra	Ara	bAra	VM
BikRA	B	Bi	Bik	BikR	A	RA	kRA	ikRA	NN
jAnAibAra	j	jA	jAn	jAnA	a	ra	Ara	bAra	VM
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
parihAsa	p	pa	par	pari	a	sa	Asa	hAsa	JJ
pqWibIwe	p	pq	pqW	pqWi	e	we	Iwe	bIwe	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	QF
xbiwIyZa	x	xb	xbi	xbiw	a	Za	yZa	IyZa	QO
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	NN
GAte	G	GA	GAt	GAte	e	te	Ate	GAte	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
lAgiwei	l	lA	lAg	lAgi	i	ei	wei	iwei	NN
ekajana	e	ek	eka	ekaj	a	na	ana	jana	QC
gACera	g	gA	gAC	gACe	a	ra	era	Cera	NN
AdZAla	A	Ad	AdZ	AdZA	a	la	Ala	ZAla	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
Asila	A	As	Asi	Asil	a	la	ila	sila	VAUX

dAkwArera	d	dA	dAk	dAkw	a	ra	era	rera	NN
hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	PSP
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
nIcera	n	nI	nIc	nIce	a	ra	era	cera	NST
sizdZiwe	s	si	siz	sizd	e	we	iwe	Ziwe	NN
pA	p	pA	pA	pA	A	pA	pA	pA	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
yAiweCila	y	yA	yAi	yAiw	a	la	ila	Cila	VAUX
haTA	h	ha	haT	haTA	A	TA	aTA	haTA	RB
lokatAra	l	lo	lok	loka	a	ra	Ara	tAra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
padZiwei	p	pa	pad	padZ	i	ei	wei	iwei	VM
se	s	se	se	se	e	se	se	se	DEM
saBayZe	s	sa	saB	saBa	e	Ze	yZe	ayZe	NN
pA	p	pA	pA	pA	A	pA	pA	pA	NN
wuliyZA	w	wu	wul	wuli	A	ZA	yZA	iyZA	VM
laila	l	la	lai	lail	a	la	ila	aila	VAUX

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
mqxukaNTe	m	mq	mqx	mqxu	e	Te	NTe	aNTe	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
o	o	o	o	o	o	o	o	o	CC
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
hIrA	h	hI	hIr	hIrA	A	rA	IrA	hIrA	NN
siM	s	si	siM	siM	M	iM	siM	siM	NNP
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
pOzCe	p	pO	pOz	pOzC	e	Ce	zCe	OzCe	VM
xebAra	x	xe	xeb	xebA	a	ra	Ara	bAra	VAUX
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
xAzdZiyZe	x	xA	xAz	xAzd	e	Ze	yZe	iyZe	VM
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VAUX

keyZA	k	ke	key	keyZ	A	ZA	yZA	eyZA	NN
siMjI	s	si	siM	siMj	I	jI	MjI	iMjI	JJ
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
saba	s	sa	sab	saba	a	ba	aba	saba	QF
BAlo	B	BA	BAl	BAlo	o	lo	Alo	BAlo	JJ

hIrA	h	hI	hIr	hIrA	A	rA	IrA	hIrA	NN
siM	s	si	siM	siM	M	iM	siM	siM	NNP
balila	b	ba	bal	bali	a	la	ila	lila	VM
sab‌	s	sa	sab	sab‌	‌	b‌	ab‌	sab‌	RB
AcCA	A	Ac	AcC	AcCA	A	CA	cCA	AcCA	RDP

Amio	A	Am	Ami	Amio	o	io	mio	Amio	PRP
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VM
pAri	p	pA	pAr	pAri	i	ri	Ari	pAri	VAUX
nAki	n	nA	nAk	nAki	i	ki	Aki	nAki	RP

hIrA	h	hI	hIr	hIrA	A	rA	IrA	hIrA	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
Ap‌ko	A	Ap	Ap‌	Ap‌k	o	ko	‌ko	p‌ko	NN
kazhi	k	ka	kaz	kazh	i	hi	zhi	azhi	NN
yAnA	y	yA	yAn	yAnA	A	nA	AnA	yAnA	JJ
xuniyZAme	x	xu	xun	xuni	e	me	Ame	ZAme	NN
koi	k	ko	koi	koi	i	oi	koi	koi	QF
roka	r	ro	rok	roka	a	ka	oka	roka	NN
sak‌wA	s	sa	sak	sak‌	A	wA	‌wA	k‌wA	NN

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
hAsila	h	hA	hAs	hAsi	a	la	ila	sila	NN

buJA	b	bu	buJ	buJA	A	JA	uJA	buJA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
puliSera	p	pu	pul	puli	a	ra	era	Sera	NN
loka	l	lo	lok	loka	a	ka	oka	loka	NN
BArawIra	B	BA	BAr	BAra	a	ra	Ira	wIra	NNP
bAsAra	b	bA	bAs	bAsA	a	ra	Ara	sAra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
najara	n	na	naj	naja	a	ra	ara	jara	NN
rAKiyZACe	r	rA	rAK	rAKi	e	Ce	ACe	ZACe	VM
dAkwArera	d	dA	dAk	dAkw	a	ra	era	rera	NN
yAoyZA	y	yA	yAo	yAoy	A	ZA	yZA	oyZA	VM
nirApaxa	n	ni	nir	nirA	a	xa	axa	paxa	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
CAdZila	C	CA	CAd	CAdZ	a	la	ila	Zila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
cupi	c	cu	cup	cupi	i	pi	upi	cupi	RB
cupi	c	cu	cup	cupi	i	pi	upi	cupi	RDP
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
pAliyZe	p	pA	pAl	pAli	e	Ze	yZe	iyZe	VM
WAkabAra	W	WA	WAk	WAka	a	ra	Ara	bAra	VAUX
xarakAra	x	xa	xar	xara	a	ra	Ara	kAra	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
wemani	w	we	wem	wema	i	ni	ani	mani	CC
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	JJ
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	RDP
balila	b	ba	bal	bali	a	la	ila	lila	VM
xarakAra	x	xa	xar	xara	a	ra	Ara	kAra	NN
WAkaleo	W	WA	WAk	WAka	o	eo	leo	aleo	VM
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
pAlAwe	p	pA	pAl	pAlA	e	we	Awe	lAwe	VM
pAraba	p	pA	pAr	pAra	a	ba	aba	raba	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
era	e	er	era	era	a	ra	era	era	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
Apawwira	A	Ap	Apa	Apaw	a	ra	ira	wira	NN
kAraNa	k	kA	kAr	kAra	a	Na	aNa	raNa	CC
buJilena	b	bu	buJ	buJi	a	na	ena	lena	VM

apUrbara	a	ap	apU	apUr	a	ra	ara	bara	JJ
bicArera	b	bi	bic	bicA	a	ra	era	rera	NN
xina	x	xi	xin	xina	a	na	ina	xina	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
hIrA	h	hI	hIr	hIrA	A	rA	IrA	hIrA	NN
siMi	s	si	siM	siMi	i	Mi	iMi	siMi	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
BulAiyZA	B	Bu	Bul	BulA	A	ZA	yZA	iyZA	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
giyZACila	g	gi	giy	giyZ	a	la	ila	Cila	VAUX

ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
cinwA	c	ci	cin	cinw	A	wA	nwA	inwA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
jAno	j	jA	jAn	jAno	o	no	Ano	jAno	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
pAdZAtA	p	pA	pAd	pAdZ	A	tA	AtA	ZAtA	NN
kawa	k	ka	kaw	kawa	a	wa	awa	kawa	QF
KArApa	K	KA	KAr	KArA	a	pa	Apa	rApa	JJ
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
rAwre	r	rA	rAw	rAwr	e	re	wre	Awre	NN
ekalA	e	ek	eka	ekal	A	lA	alA	kalA	VM
yAoyZA	y	yA	yAo	yAoy	A	ZA	yZA	oyZA	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
cale	c	ca	cal	cale	e	le	ale	cale	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	RP

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
byAkulakaNTe	b	by	byA	byAk	e	Te	NTe	aNTe	NN
bAXA	b	bA	bAX	bAXA	A	XA	AXA	bAXA	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	VM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN
