PiribAra	P	Pi	Pir	Piri	a	ra	Ara	bAra	JJ
pare	p	pa	par	pare	e	re	are	pare	NST
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
jAgiwe	j	jA	jAg	jAgi	e	we	iwe	giwe	VM
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VAUX

maraNake	m	ma	mar	mara	e	ke	ake	Nake	NN
emana	e	em	ema	eman	a	na	ana	mana	PRP
sahaje	s	sa	sah	saha	e	je	aje	haje	RB
pAibAra	p	pA	pAi	pAib	a	ra	Ara	bAra	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kona	k	ko	kon	kona	a	na	ona	kona	QF
paWa	p	pa	paW	paWa	a	Wa	aWa	paWa	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM

keu	k	ke	keu	keu	u	eu	keu	keu	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
jAne	j	jA	jAn	jAne	e	ne	Ane	jAne	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
sparSa	s	sp	spa	spar	a	Sa	rSa	arSa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	CC
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	QF
koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VM
ceyZeCile	c	ce	cey	ceyZ	e	le	ile	Cile	VAUX
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VAUX

cala	c	ca	cal	cala	a	la	ala	cala	VM

era	e	er	era	era	a	ra	era	era	PRP
pare	p	pa	par	pare	e	re	are	pare	NST
kAla	k	kA	kAl	kAla	a	la	Ala	kAla	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
xeKAno	x	xe	xeK	xeKA	o	no	Ano	KAno	VM
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wini	w	wi	win	wini	i	ni	ini	wini	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
kona	k	ko	kon	kona	a	na	ona	kona	QF
kaWAi	k	ka	kaW	kaWA	i	Ai	WAi	aWAi	NN
kAuke	k	kA	kAu	kAuk	e	ke	uke	Auke	PRP
balabena	b	ba	bal	bala	a	na	ena	bena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

sureSera	s	su	sur	sure	a	ra	era	Sera	NN
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
xIrGaSbAsa	x	xI	xIr	xIrG	a	sa	Asa	bAsa	NN
padZila	p	pa	pad	padZ	a	la	ila	Zila	VM
kRaNakAla	k	kR	kRa	kRaN	a	la	Ala	kAla	NN
mOna	m	mO	mOn	mOna	a	na	Ona	mOna	NN
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VM
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	JJ
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	RDP
balila	b	ba	bal	bali	a	la	ila	lila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mahimake	m	ma	mah	mahi	e	ke	ake	make	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
jAni	j	jA	jAn	jAni	i	ni	Ani	jAni	VM
se	s	se	se	se	e	se	se	se	DEM
GqNAyZa	G	Gq	GqN	GqNA	a	Za	yZa	AyZa	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
xurnAmatA	x	xu	xur	xurn	A	tA	atA	matA	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
muKe	m	mu	muK	muKe	e	Ke	uKe	muKe	NN
Anawe	A	An	Ana	Anaw	e	we	awe	nawe	VM
cAibe	c	cA	cAi	cAib	e	be	ibe	Aibe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kaWAtA	k	ka	kaW	kaWA	A	tA	AtA	WAtA	NN
sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
sahajei	s	sa	sah	saha	i	ei	jei	ajei	RB
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
SuniyZA	S	Su	Sun	Suni	A	ZA	yZA	iyZA	VM
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
sarbAfga	s	sa	sar	sarb	a	ga	fga	Afga	NN
SihariyZA	S	Si	Sih	Siha	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX

wArapare	w	wA	wAr	wAra	e	re	are	pare	RB
yawakRaNa	y	ya	yaw	yawa	a	Na	aNa	RaNa	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
gAdZi	g	gA	gAd	gAdZ	i	Zi	dZi	AdZi	NN
gqhe	g	gq	gqh	gqhe	e	he	qhe	gqhe	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
WAmila	W	WA	WAm	WAmi	a	la	ila	mila	VAUX
wawakRaNa	w	wa	waw	wawa	a	Na	aNa	RaNa	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
uBayZei	u	uB	uBa	uBay	i	ei	Zei	yZei	PRP
nirbAka	n	ni	nir	nirb	a	ka	Aka	bAka	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
rahila	r	ra	rah	rahi	a	la	ila	hila	VAUX

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
sayawne	s	sa	say	saya	e	ne	wne	awne	RB
sAbaXAne	s	sA	sAb	sAba	e	ne	Ane	XAne	NN
nAmAiyZA	n	nA	nAm	nAmA	A	ZA	yZA	iyZA	VM
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	VAUX
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	NN
GumobAra	G	Gu	Gum	Gumo	a	ra	Ara	bAra	VM
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
kara	k	ka	kar	kara	a	ra	ara	kara	VM
ge	g	ge	ge	ge	e	ge	ge	ge	VAUX
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
kawakagulo	k	ka	kaw	kawa	o	lo	ulo	gulo	QF
jaruri	j	ja	jar	jaru	i	ri	uri	ruri	NN
ciTipawra	c	ci	ciT	ciTi	a	ra	wra	awra	NN
leKabAra	l	le	leK	leKa	a	ra	Ara	bAra	VM
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VAUX

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
padZibAra	p	pa	pad	padZ	a	ra	Ara	bAra	VM
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
caliyZA	c	ca	cal	cali	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

SayyAyZa	S	Sa	Say	Sayy	a	Za	yZa	AyZa	NN
SuiyZA	S	Su	Sui	Suiy	A	ZA	yZA	iyZA	VM
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
BAbiweCila	B	BA	BAb	BAbi	a	la	ila	Cila	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ekuSa	e	ek	eku	ekuS	a	Sa	uSa	kuSa	NN
basara	b	ba	bas	basa	a	ra	ara	sara	NN
bayZasa	b	ba	bay	bayZ	a	sa	asa	Zasa	NN
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
emana	e	em	ema	eman	a	na	ana	mana	DEM
aparAXa	a	ap	apa	apar	a	Xa	AXa	rAXa	JJ
kAhAra	k	kA	kAh	kAhA	a	ra	Ara	hAra	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
se	s	se	se	se	e	se	se	se	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kariyZACe	k	ka	kar	kari	e	Ce	ACe	ZACe	VM
yejanya	y	ye	yej	yeja	a	ya	nya	anya	CC
ewabadZa	e	ew	ewa	ewab	a	Za	dZa	adZa	JJ
xurgawi	x	xu	xur	xurg	i	wi	awi	gawi	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
BAgye	B	BA	BAg	BAgy	e	ye	gye	Agye	NN
Gatila	G	Ga	Gat	Gati	a	la	ila	tila	VM

e	e	e	e	e	e	e	e	e	DEM
cinwA	c	ci	cin	cinw	A	wA	nwA	inwA	NN
nUwana	n	nU	nUw	nUwa	a	na	ana	wana	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
yaKana-waKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
ihAi	i	ih	ihA	ihAi	i	Ai	hAi	ihAi	PRP
se	s	se	se	se	e	se	se	se	PRP
ApanAke	A	Ap	Apa	Apan	e	ke	Ake	nAke	PRP
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
praSna	p	pr	pra	praS	a	na	Sna	aSna	NN
kariwa	k	ka	kar	kari	a	wa	iwa	riwa	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
SiSukAla	S	Si	SiS	SiSu	a	la	Ala	kAla	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
yawaxUra	y	ya	yaw	yawa	a	ra	Ura	xUra	NN
smaraNa	s	sm	sma	smar	a	Na	aNa	raNa	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
mane	m	ma	man	mane	e	ne	ane	mane	NN
karibAra	k	ka	kar	kari	a	ra	Ara	bAra	VM
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
kariwa	k	ka	kar	kari	a	wa	iwa	riwa	VM

Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
akasmA	a	ak	aka	akas	A	mA	smA	asmA	JJ
mqNAlera	m	mq	mqN	mqNA	a	ra	era	lera	NN
ekaxinera	e	ek	eka	ekax	a	ra	era	nera	NN
warkera	w	wa	war	wark	a	ra	era	kera	NN
kaWAguli	k	ka	kaW	kaWA	i	li	uli	guli	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
padZila	p	pa	pad	padZ	a	la	ila	Zila	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
wAhArai	w	wA	wAh	wAhA	i	ai	rai	Arai	PRP
sUwra	s	sU	sUw	sUwr	a	ra	wra	Uwra	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	PSP
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
AlocanAi	A	Al	Alo	Aloc	i	Ai	nAi	anAi	NN
se	s	se	se	se	e	se	se	se	PRP
ekatira	e	ek	eka	ekat	a	ra	ira	tira	QC
para	p	pa	par	para	a	ra	ara	para	NST
ekati	e	ek	eka	ekat	i	ti	ati	kati	QC
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
mane	m	ma	man	mane	e	ne	ane	mane	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
Abqwwi	A	Ab	Abq	Abqw	i	wi	wwi	qwwi	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

nijera	n	ni	nij	nije	a	ra	era	jera	PRP
bibAhiwa	b	bi	bib	bibA	a	wa	iwa	hiwa	JJ
jIbanatA	j	jI	jIb	jIba	A	tA	atA	natA	NN
sbAmIra	s	sb	sbA	sbAm	a	ra	Ira	mIra	NN
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
ekaprakAra	e	ek	eka	ekap	a	ra	Ara	kAra	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
biroXera	b	bi	bir	biro	a	ra	era	Xera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
xiyZAi	x	xi	xiy	xiyZ	i	Ai	ZAi	yZAi	PSP
kAtiyZACe	k	kA	kAt	kAti	e	Ce	ACe	ZACe	VM

kebala	k	ke	keb	keba	a	la	ala	bala	RB
SeRa	S	Se	SeR	SeRa	a	Ra	eRa	SeRa	NN
kayZati	k	ka	kay	kayZ	i	ti	ati	Zati	QF
xina	x	xi	xin	xina	a	na	ina	xina	NN
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
rugnaSayyAyZa	r	ru	rug	rugn	a	Za	yZa	AyZa	NN
sbAmIke	s	sb	sbA	sbAm	e	ke	Ike	mIke	NN
se	s	se	se	se	e	se	se	se	DEM
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	NN
ApanAra	A	Ap	Apa	Apan	a	ra	Ara	nAra	PRP
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
pAiyZACila	p	pA	pAi	pAiy	a	la	ila	Cila	VAUX

wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
jIbanera	j	jI	jIb	jIba	a	ra	era	nera	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	RP
kona	k	ko	kon	kona	a	na	ona	kona	QF
SafkA	S	Sa	Saf	Safk	A	kA	fkA	afkA	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
mana	m	ma	man	mana	a	na	ana	mana	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
niScinwa	n	ni	niS	niSc	a	wa	nwa	inwa	JJ
nirBara	n	ni	nir	nirB	a	ra	ara	Bara	NN
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VM
waKanakAra	w	wa	waK	waKa	a	ra	Ara	kAra	PRP
se	s	se	se	se	e	se	se	se	PRP
snigXa	s	sn	sni	snig	a	Xa	gXa	igXa	JJ
sahaja	s	sa	sah	saha	a	ja	aja	haja	JJ
o	o	o	o	o	o	o	o	o	CC
nirmala	n	ni	nir	nirm	a	la	ala	mala	JJ
Ananxera	A	An	Ana	Anan	a	ra	era	xera	NN
mAJe	m	mA	mAJ	mAJe	e	Je	AJe	mAJe	NST
aparera	a	ap	apa	apar	a	ra	era	rera	NN
xurBAgya	x	xu	xur	xurB	a	ya	gya	Agya	JJ
o	o	o	o	o	o	o	o	o	CC
bexanA	b	be	bex	bexa	A	nA	anA	xanA	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	INTF
beSi	b	be	beS	beSi	i	Si	eSi	beSi	QF
bAjiwa	b	bA	bAj	bAji	a	wa	iwa	jiwa	JJ
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
ekaxina	e	ek	eka	ekax	a	na	ina	xina	NN
mqNAlera	m	mq	mqN	mqNA	a	ra	era	lera	NN
galA	g	ga	gal	galA	A	lA	alA	galA	NN
jadZAiyZA	j	ja	jad	jadZ	A	ZA	yZA	iyZA	VM
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	PSP
aSruruxXasbare	a	aS	aSr	aSru	e	re	are	bare	NN
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	VM
TAkuraJi	T	TA	TAk	TAku	i	Ji	aJi	raJi	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
samAjera	s	sa	sam	samA	a	ra	era	jera	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
mawera	m	ma	maw	mawe	a	ra	era	wera	NN
hawe	h	ha	haw	hawe	e	we	awe	hawe	VM
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
jIbanatAke	j	jI	jIb	jIba	e	ke	Ake	tAke	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
byarWa	b	by	bya	byar	a	Wa	rWa	arWa	JJ
hawe	h	ha	haw	hawe	e	we	awe	hawe	VM
xiwuma	x	xi	xiw	xiwu	a	ma	uma	wuma	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	JJ
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	PRP
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
AbAra	A	Ab	AbA	AbAr	a	ra	Ara	bAra	RB
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
biyZe	b	bi	biy	biyZ	e	Ze	yZe	iyZe	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
WAmo	W	WA	WAm	WAmo	o	mo	Amo	WAmo	NN
TAkuraJi	T	TA	TAk	TAku	i	Ji	aJi	raJi	NN
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
pAyZe	p	pA	pAy	pAyZ	e	Ze	yZe	AyZe	NN
padZi	p	pa	pad	padZ	i	Zi	dZi	adZi	VM
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
SAswrera	S	SA	SAs	SAsw	a	ra	era	rera	NN
xohAi	x	xo	xoh	xohA	i	Ai	hAi	ohAi	NN
xiyZo	x	xi	xiy	xiyZ	o	Zo	yZo	iyZo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

o	o	o	o	o	o	o	o	o	CC
mallayuxXa	m	ma	mal	mall	a	Xa	xXa	uxXa	JJ
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
geCe	g	ge	geC	geCe	e	Ce	eCe	geCe	VAUX
ye	y	ye	ye	ye	e	ye	ye	ye	PRP
habe	h	ha	hab	habe	e	be	abe	habe	VM
Sunaleo	S	Su	Sun	Suna	o	eo	leo	aleo	VM
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
wemani	w	we	wem	wema	i	ni	ani	mani	CC
sahAsye	s	sa	sah	sahA	e	ye	sye	Asye	NN
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
karabAra	k	ka	kar	kara	a	ra	Ara	bAra	VM
kaWAi	k	ka	kaW	kaWA	i	Ai	WAi	aWAi	NN
bate	b	ba	bat	bate	e	te	ate	bate	RP

kAraNa	k	kA	kAr	kAra	a	Na	aNa	raNa	CC
wAzxera	w	wA	wAz	wAzx	a	ra	era	xera	PRP
hudZomudZitA	h	hu	hud	hudZ	A	tA	itA	ZitA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	RP
kaKana	k	ka	kaK	kaKa	a	na	ana	Kana	WQ
kon‌xike	k	ko	kon	kon‌	e	ke	ike	xike	NN
cepe	c	ce	cep	cepe	e	pe	epe	cepe	VM
Asabe	A	As	Asa	Asab	e	be	abe	sabe	VAUX
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
kiCui	k	ki	kiC	kiCu	i	ui	Cui	iCui	PRP
balabAra	b	ba	bal	bala	a	ra	Ara	bAra	VM
jo	j	jo	jo	jo	o	jo	jo	jo	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
BAboni	B	BA	BAb	BAbo	i	ni	oni	boni	VM
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	RP
wAzrA	w	wA	wAz	wAzr	A	rA	zrA	AzrA	PRP
yuxXa	y	yu	yux	yuxX	a	Xa	xXa	uxXa	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
kebala	k	ke	keb	keba	a	la	ala	bala	RB
yuxXa	y	yu	yux	yuxX	a	Xa	xXa	uxXa	NN
byabasA	b	by	bya	byab	A	sA	asA	basA	NN
bale	b	ba	bal	bale	e	le	ale	bale	VM
kebala	k	ke	keb	keba	a	la	ala	bala	RB
wAwe	w	wA	wAw	wAwe	e	we	Awe	wAwe	PRP
gAyZe	g	gA	gAy	gAyZ	e	Ze	yZe	AyZe	NN
jora	j	jo	jor	jora	a	ra	ora	jora	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
hAwe	h	hA	hAw	hAwe	e	we	Awe	hAwe	NN
aswra	a	as	asw	aswr	a	ra	wra	swra	NN
WAke	W	WA	WAk	WAke	e	ke	Ake	WAke	VM
bale	b	ba	bal	bale	e	le	ale	bale	UT

wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wAzxera	w	wA	wAz	wAzx	a	ra	era	xera	PRP
jiwahAra	j	ji	jiw	jiwa	a	ra	Ara	hAra	NN
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
wAzxerai	w	wA	wAz	wAzx	i	ai	rai	erai	PRP
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VM
Ase	A	As	Ase	Ase	e	se	Ase	Ase	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
pakRai	p	pa	pak	pakR	i	ai	Rai	kRai	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
jijFesA	j	ji	jij	jijF	A	sA	esA	FesA	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
praSna	p	pr	pra	praS	a	na	Sna	aSna	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
karale	k	ka	kar	kara	e	le	ale	rale	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
hawo	h	ha	haw	hawo	o	wo	awo	hawo	VM

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
se	s	se	se	se	e	se	se	se	PRP
Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	RB
jAnine	j	jA	jAn	jAni	e	ne	ine	nine	VM
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
