waKanao	w	wa	waK	waKa	o	ao	nao	anao	PRP
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NN
Xap‌	X	Xa	Xap	Xap‌	‌	p‌	ap‌	Xap‌	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
iji-ceyZAre	i	ij	iji	iji-	e	re	Are	ZAre	NN
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
padZilena	p	pa	pad	padZ	a	na	ena	lena	VAUX

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
exera	e	ex	exe	exer	a	ra	era	xera	PRP
seKAna	s	se	seK	seKA	a	na	Ana	KAna	PRP
Wekei	W	We	Wek	Weke	i	ei	kei	ekei	PSP
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VM
Asaci	A	As	Asa	Asac	i	ci	aci	saci	VAUX

Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
seKAnei	s	se	seK	seKA	i	ei	nei	Anei	PRP
CilAma	C	Ci	Cil	CilA	a	ma	Ama	lAma	VM
kinA	k	ki	kin	kinA	A	nA	inA	kinA	RP

kexArabAbura	k	ke	kex	kexA	a	ra	ura	bura	NNP
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
aprasanna	a	ap	apr	apra	a	na	nna	anna	JJ
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
gamBIra	g	ga	gam	gamB	a	ra	Ira	BIra	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
Cile	C	Ci	Cil	Cile	e	le	ile	Cile	VM
seKAne	s	se	seK	seKA	e	ne	Ane	KAne	PRP

kabe	k	ka	kab	kabe	e	be	abe	kabe	VM
gele	g	ge	gel	gele	e	le	ele	gele	VAUX
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
kiCu	k	ki	kiC	kiCu	u	Cu	iCu	kiCu	PRP
jAnine	j	jA	jAn	jAni	e	ne	ine	nine	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
se	s	se	se	se	e	se	se	se	DEM
kE	k	kE	kE	kE	E	kE	kE	kE	NN

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
mahima	m	ma	mah	mahi	a	ma	ima	hima	JJ
wa	w	wa	wa	wa	a	wa	wa	wa	NN
Asawe	A	As	Asa	Asaw	e	we	awe	sawe	VM
pAraCe	p	pA	pAr	pAra	e	Ce	aCe	raCe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC

wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
gamBIra	g	ga	gam	gamB	a	ra	Ira	BIra	JJ
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
anXakAra	a	an	anX	anXa	a	ra	Ara	kAra	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX

mAWA	m	mA	mAW	mAWA	A	WA	AWA	mAWA	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
balilena	b	ba	bal	bali	a	na	ena	lena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
e-saba	e	e-	e-s	e-sa	a	ba	aba	saba	PRP
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM

awiSayZa	a	aw	awi	awiS	a	Za	yZa	ayZa	INTF
manxa	m	ma	man	manx	a	xa	nxa	anxa	JJ
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN

yaparonAswi	y	ya	yap	yapa	i	wi	swi	Aswi	NN
anyAyZa	a	an	any	anyA	a	Za	yZa	AyZa	JJ

e-saba	e	e-	e-s	e-sa	a	ba	aba	saba	DEM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
konamawei	k	ko	kon	kona	i	ei	wei	awei	WQ

baliwe	b	ba	bal	bali	e	we	iwe	liwe	UT
baliwe	b	ba	bal	bali	e	we	iwe	liwe	UT
wini	w	wi	win	wini	i	ni	ini	wini	PRP
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
wuliyZA	w	wu	wul	wuli	A	ZA	yZA	iyZA	VM
kanyAra	k	ka	kan	kany	a	ra	Ara	yAra	NN
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
cAhilena	c	cA	cAh	cAhi	a	na	ena	lena	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
ewakRaNa	e	ew	ewa	ewak	a	Na	aNa	RaNa	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
ceyZArera	c	ce	cey	ceyZ	a	ra	era	rera	NN
piTe	p	pi	piT	piTe	e	Te	iTe	piTe	NN
hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
rAKiyZA	r	rA	rAK	rAKi	A	ZA	yZA	iyZA	VM
nIrabe	n	nI	nIr	nIra	e	be	abe	rabe	RB
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VM
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VAUX

piwAra	p	pi	piw	piwA	a	ra	Ara	wAra	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
saMSayZa	s	sa	saM	saMS	a	Za	yZa	ayZa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
marme	m	ma	mar	marm	e	me	rme	arme	NN
giyZA	g	gi	giy	giyZ	A	ZA	yZA	iyZA	VM
bizXila	b	bi	biz	bizX	a	la	ila	Xila	NN

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
akasmA	a	ak	aka	akas	A	mA	smA	asmA	NN
Agamanera	A	Ag	Aga	Agam	a	ra	era	nera	NN
hewu	h	he	hew	hewu	u	wu	ewu	hewu	NN
ye	y	ye	ye	ye	e	ye	ye	ye	CC
wini	w	wi	win	wini	i	ni	ini	wini	PRP
leSamAwra	l	le	leS	leSa	a	ra	wra	Awra	RB
biSbAsa	b	bi	biS	biSb	a	sa	Asa	bAsa	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
suspaRta	s	su	sus	susp	a	ta	Rta	aRta	JJ
upalabXi	u	up	upa	upal	i	Xi	bXi	abXi	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
lajjAyZa	l	la	laj	lajj	a	Za	yZa	AyZa	NN
GqNAyZa	G	Gq	GqN	GqNA	a	Za	yZa	AyZa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
muKe	m	mu	muK	muKe	e	Ke	uKe	muKe	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
rakwera	r	ra	rak	rakw	a	ra	era	wera	NN
cihna	c	ci	cih	cihn	a	na	hna	ihna	NN
rahila	r	ra	rah	rahi	a	la	ila	hila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
Bula	B	Bu	Bul	Bula	a	la	ula	Bula	NN
karilena	k	ka	kar	kari	a	na	ena	lena	VM

meyZera	m	me	mey	meyZ	a	ra	era	Zera	NN
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
cehArAyZa	c	ce	ceh	cehA	a	Za	yZa	AyZa	NN
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
sanxeha	s	sa	san	sanx	a	ha	eha	xeha	NN
xqDZIBUwa	x	xq	xqD	xqDZ	a	wa	Uwa	BUwa	JJ
haila	h	ha	hai	hail	a	la	ila	aila	VM

ArAma-ceyZAratAyZa	A	Ar	ArA	ArAm	a	Za	yZa	AyZa	NN
heliyZA	h	he	hel	heli	A	ZA	yZA	iyZA	VM
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VAUX
hAwera	h	hA	hAw	hAwe	a	ra	era	wera	NN
kAgajaKAnA	k	kA	kAg	kAga	A	nA	AnA	KAnA	NN
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
upare	u	up	upa	upar	e	re	are	pare	NST
tAniyZA	t	tA	tAn	tAni	A	ZA	yZA	iyZA	VM
niyZA	n	ni	niy	niyZ	A	ZA	yZA	iyZA	NN
Pozsa	P	Po	Poz	Pozs	a	sa	zsa	ozsa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
niHSbAsa	n	ni	niH	niHS	a	sa	Asa	bAsa	NN
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VM
balilena	b	ba	bal	bali	a	na	ena	lena	VAUX
yA	y	yA	yA	yA	A	yA	yA	yA	PRP
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
boJa	b	bo	boJ	boJa	a	Ja	oJa	boJa	NN
womarA	w	wo	wom	woma	A	rA	arA	marA	PRP
kara	k	ka	kar	kara	a	ra	ara	kara	VM

Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
kAlai	k	kA	kAl	kAla	i	ai	lai	Alai	NN
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
CedZe	C	Ce	Ced	CedZ	e	Ze	dZe	edZe	VM
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
cale	c	ca	cal	cale	e	le	ale	cale	VM
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VAUX

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	XC
kruxXa-bismayZera	k	kr	kru	krux	a	ra	era	Zera	NN
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
e-saba	e	e-	e-s	e-sa	a	ba	aba	saba	DEM
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
balacena	b	ba	bal	bala	a	na	ena	cena	VM
kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP

Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
bA	b	bA	bA	bA	A	bA	bA	bA	CC
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
CedZe	C	Ce	Ced	CedZ	e	Ze	dZe	edZe	VM
beriyZe	b	be	ber	beri	e	Ze	yZe	iyZe	VM
yAbena	y	yA	yAb	yAbe	a	na	ena	bena	VAUX
kena	k	ke	ken	kena	a	na	ena	kena	WQ
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	RP
hayZeCei	h	ha	hay	hayZ	i	ei	Cei	eCei	VM
bA	b	bA	bA	bA	A	bA	bA	bA	RP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
ekabAra	e	ek	eka	ekab	a	ra	Ara	bAra	NN
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
ekabAra	e	ek	eka	ekab	a	ra	Ara	bAra	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
piwAra	p	pi	piw	piwA	a	ra	Ara	wAra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
cAhiwe	c	cA	cAh	cAhi	e	we	iwe	hiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
kAhArao	k	kA	kAh	kAhA	o	ao	rao	Arao	NN
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
xqRtigocara	x	xq	xqR	xqRt	a	ra	ara	cara	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kexArabAbura	k	ke	kex	kexA	a	ra	ura	bura	NNP
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
kona	k	ko	kon	kona	a	na	ona	kona	QF
jabAba	j	ja	jab	jabA	a	ba	Aba	bAba	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
pAiyZA	p	pA	pAi	pAiy	A	ZA	yZA	iyZA	VM
se	s	se	se	se	e	se	se	se	PRP
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VM
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VAUX
balila	b	ba	bal	bali	a	la	ila	lila	VM
yAka	y	yA	yAk	yAka	a	ka	Aka	yAka	VAUX
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
opara	o	op	opa	opar	a	ra	ara	para	NST
mahima	m	ma	mah	mahi	a	ma	ima	hima	NN
yA	y	yA	yA	yA	A	yA	yA	yA	PRP
BAra	B	BA	BAr	BAra	a	ra	Ara	BAra	NN
xiyZeCila	x	xi	xiy	xiyZ	a	la	ila	Cila	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
giyZeCe	g	gi	giy	giyZ	e	Ce	eCe	ZeCe	VAUX

eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
ApanArA	A	Ap	Apa	Apan	A	rA	ArA	nArA	PRP
yA	y	yA	yA	yA	A	yA	yA	yA	PRP
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
boJena	b	bo	boJ	boJe	a	na	ena	Jena	NN
karuna	k	ka	kar	karu	a	na	una	runa	VM

AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
nAoyZA-KAoyZA	n	nA	nAo	nAoy	A	ZA	yZA	oyZA	NN
eKano	e	eK	eKa	eKan	o	no	ano	Kano	PRP
hayZani	h	ha	hay	hayZ	i	ni	ani	Zani	VM
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
calaluma	c	ca	cal	cala	a	ma	uma	luma	VM

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
kayZeka	k	ka	kay	kayZ	a	ka	eka	Zeka	QF
paxa	p	pa	pax	paxa	a	xa	axa	paxa	NN
xbArera	x	xb	xbA	xbAr	a	ra	era	rera	NN
aBimuKe	a	aB	aBi	aBim	e	Ke	uKe	muKe	NN
agrasara	a	ag	agr	agra	a	ra	ara	sara	NN
haiwei	h	ha	hai	haiw	i	ei	wei	iwei	PSP
kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VM
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
klAnwakaNTe	k	kl	klA	klAn	e	Te	NTe	aNTe	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
AhA	A	Ah	AhA	AhA	A	hA	AhA	AhA	RP
yAo	y	yA	yAo	yAo	o	Ao	yAo	yAo	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ
CAibyApAratA	C	CA	CAi	CAib	A	tA	atA	ratA	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
wabu	w	wa	wab	wabu	u	bu	abu	wabu	CC
Sunii	S	Su	Sun	Suni	i	ii	nii	unii	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

Aguna	A	Ag	Agu	Agun	a	na	una	guna	NN
lAgala	l	lA	lAg	lAga	a	la	ala	gala	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kare	k	ka	kar	kare	e	re	are	kare	RP

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
