olo	o	ol	olo	olo	o	lo	olo	olo	NNP
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
JAzta	J	JA	JAz	JAzt	a	ta	zta	Azta	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VAUX

Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
xicci	x	xi	xic	xicc	i	ci	cci	icci	VM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
JAztAtA	J	JA	JAz	JAzt	A	tA	AtA	tAtA	NN
wuliwe	w	wu	wul	wuli	e	we	iwe	liwe	VM
yAiweCila	y	yA	yAi	yAiw	a	la	ila	Cila	VAUX
mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
kqwrima	k	kq	kqw	kqwr	a	ma	ima	rima	JJ
kroXera	k	kr	kro	kroX	a	ra	era	Xera	NN
sbare	s	sb	sba	sbar	e	re	are	bare	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
Xamaka	X	Xa	Xam	Xama	a	ka	aka	maka	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
wui	w	wu	wui	wui	i	ui	wui	wui	PRP
WAm‌	W	WA	WAm	WAm‌	‌	m‌	Am‌	WAm‌	VM
mAgI	m	mA	mAg	mAgI	I	gI	AgI	mAgI	NN

xiximaNike	x	xi	xix	xixi	e	ke	ike	Nike	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
ceyZe	c	ce	cey	ceyZ	e	Ze	yZe	eyZe	PSP
wui	w	wu	wui	wui	i	ui	wui	wui	PRP
beSi	b	be	beS	beSi	i	Si	eSi	beSi	QF
cinisa	c	ci	cin	cini	a	sa	isa	nisa	NN
nAki	n	nA	nAk	nAki	i	ki	Aki	nAki	RP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
sAlisi	s	sA	sAl	sAli	i	si	isi	lisi	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
esecisa	e	es	ese	esec	a	sa	isa	cisa	VAUX

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
hAwera	h	hA	hAw	hAwe	a	ra	era	wera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
JAztA	J	JA	JAz	JAzt	A	tA	ztA	AztA	NN
guzjiyZA	g	gu	guz	guzj	A	ZA	yZA	iyZA	VM
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	VAUX
harira	h	ha	har	hari	a	ra	ira	rira	NNP
mAke	m	mA	mAk	mAke	e	ke	Ake	mAke	NN
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
ore	o	or	ore	ore	e	re	ore	ore	RP
wora	w	wo	wor	wora	a	ra	ora	wora	PRP
xiximaNi	x	xi	xix	xixi	i	Ni	aNi	maNi	NN
icCe	i	ic	icC	icCe	e	Ce	cCe	icCe	NN
karale	k	ka	kar	kara	e	le	ale	rale	VM
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
wora	w	wo	wor	wora	a	ra	ora	wora	PRP
sAwagaNdA	s	sA	sAw	sAwa	A	dA	NdA	aNdA	NN
pAdZAgAzyZera	p	pA	pAd	pAdZ	a	ra	era	Zera	NN
meyZewe	m	me	mey	meyZ	e	we	ewe	Zewe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

acalAke	a	ac	aca	acal	e	ke	Ake	lAke	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
nAo	n	nA	nAo	nAo	o	Ao	nAo	nAo	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC
E	E	E	E	E	E	E	E	E	DEM
koNatA	k	ko	koN	koNa	A	tA	atA	NatA	NN
cat‌	c	ca	cat	cat‌	‌	t‌	at‌	cat‌	JJ
kare	k	ka	kar	kare	e	re	are	kare	VM
JedZe	J	Je	Jed	JedZ	e	Ze	dZe	edZe	VM
Pela	P	Pe	Pel	Pela	a	la	ela	Pela	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
JAzta	J	JA	JAz	JAzt	a	ta	zta	Azta	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
prabqwwa	p	pr	pra	prab	a	wa	wwa	qwwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
mqNAlaxixi	m	mq	mqN	mqNA	i	xi	ixi	xixi	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
yAxubixye	y	yA	yAx	yAxu	e	ye	xye	ixye	NN
jAno	j	jA	jAn	jAno	o	no	Ano	jAno	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ
bala	b	ba	bal	bala	a	la	ala	bala	NN
xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
balila	b	ba	bal	bali	a	la	ila	lila	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
naile	n	na	nai	nail	e	le	ile	aile	CC
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
pariRkAra	p	pa	par	pari	a	ra	Ara	kAra	NN
karabAra	k	ka	kar	kara	a	ra	Ara	bAra	VM
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
JAztA	J	JA	JAz	JAzt	A	tA	ztA	AztA	NN
hAwe	h	hA	hAw	hAwe	e	we	Awe	hAwe	NN
niyZeci	n	ni	niy	niyZ	i	ci	eci	Zeci	NN
e	e	e	e	e	e	e	e	e	DEM
Bojabixye	B	Bo	Boj	Boja	e	ye	xye	ixye	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	JJ
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
nebe	n	ne	neb	nebe	e	be	ebe	nebe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
nebe	n	ne	neb	nebe	e	be	ebe	nebe	VM
go	g	go	go	go	o	go	go	go	RP

womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
JAzta-pAta	J	JA	JAz	JAzt	a	ta	Ata	pAta	NN
xebAra	x	xe	xeb	xebA	a	ra	Ara	bAra	VM
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
o-pAdZA	o	o-	o-p	o-pA	A	ZA	dZA	AdZA	NN
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
paxira	p	pa	pax	paxi	a	ra	ira	xira	NN
mAsI	m	mA	mAs	mAsI	I	sI	AsI	mAsI	NN
Asabe	A	As	Asa	Asab	e	be	abe	sabe	VM
nAki	n	nA	nAk	nAki	i	ki	Aki	nAki	RP

nAo	n	nA	nAo	nAo	o	Ao	nAo	nAo	RB
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
kayZe	k	ka	kay	kayZ	e	Ze	yZe	ayZe	VM
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
naRta	n	na	naR	naRt	a	ta	Rta	aRta	JJ
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
sanXyA	s	sa	san	sanX	A	yA	XyA	nXyA	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
kariwe	k	ka	kar	kari	e	we	iwe	riwe	RDP
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
nijeo	n	ni	nij	nije	o	eo	jeo	ijeo	PRP
ekaxaNda	e	ek	eka	ekax	a	da	Nda	aNda	NN
basabe	b	ba	bas	basa	e	be	abe	sabe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
AmAkeo	A	Am	AmA	AmAk	o	eo	keo	Akeo	PRP
KAtiyZe	K	KA	KAt	KAti	e	Ze	yZe	iyZe	VM
KAtiyZe	K	KA	KAt	KAti	e	Ze	yZe	iyZe	VAUX
mArale	m	mA	mAr	mAra	e	le	ale	rale	NN
sawyi	s	sa	saw	sawy	i	yi	wyi	awyi	RB
balaci	b	ba	bal	bala	i	ci	aci	laci	VM
mqNAlaxixi	m	mq	mqN	mqNA	i	xi	ixi	xixi	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
pAzca-Ca’xina	p	pA	pAz	pAzc	a	na	ina	xina	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
KAtAna	K	KA	KAt	KAtA	a	na	Ana	tAna	NN
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
KAtiyZeca	K	KA	KAt	KAti	a	ca	eca	Zeca	JJ
cA-bAgAnera	c	cA	cA-	cA-b	a	ra	era	nera	NN
karwArAo	k	ka	kar	karw	o	Ao	rAo	ArAo	NN
boXa	b	bo	boX	boXa	a	Xa	oXa	boXa	NN
kari	k	ka	kar	kari	i	ri	ari	kari	VM
wAxera	w	wA	wAx	wAxe	a	ra	era	xera	PRP
kulIxera	k	ku	kul	kulI	a	ra	era	xera	NN
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
kare	k	ka	kar	kare	e	re	are	kare	VM
KAtAyZa	K	KA	KAt	KAtA	a	Za	yZa	AyZa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
cibukera	c	ci	cib	cibu	a	ra	era	kera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
Afulera	A	Af	Afu	Aful	a	ra	era	lera	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
GA	G	GA	GA	GA	A	GA	GA	GA	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
balila	b	ba	bal	bali	a	la	ila	lila	VM
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
Garaxora	G	Ga	Gar	Gara	a	ra	ora	xora	NN
xeKe	x	xe	xeK	xeKe	e	Ke	eKe	xeKe	VM
mane	m	ma	man	mane	e	ne	ane	mane	NN
hacCe	h	ha	hac	hacC	e	Ce	cCe	acCe	VM
bAdZiwe	b	bA	bAd	bAdZ	e	we	iwe	Ziwe	NN
lakRmIra	l	la	lak	lakR	a	ra	Ira	mIra	NN
AbirBAba	A	Ab	Abi	Abir	a	ba	Aba	BAba	NN
hayZeCe	h	ha	hay	hayZ	e	Ce	eCe	ZeCe	VM
KAtuni	K	KA	KAt	KAtu	i	ni	uni	tuni	NN
balaCisa	b	ba	bal	bala	a	sa	isa	Cisa	VM
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC
yexina	y	ye	yex	yexi	a	na	ina	xina	DEM
sbAmI-puwra	s	sb	sbA	sbAm	a	ra	wra	uwra	NN
GarakannA	G	Ga	Gar	Gara	A	nA	nnA	annA	NN
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	PSP
nAbAra	n	nA	nAb	nAbA	a	ra	Ara	bAra	NN
KAbAra	K	KA	KAb	KAbA	a	ra	Ara	bAra	VM
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
pAbe	p	pA	pAb	pAbe	e	be	Abe	pAbe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
waKani	w	wa	waK	waKa	i	ni	ani	Kani	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
meyZemAnuRa-janmatA	m	me	mey	meyZ	A	tA	atA	matA	NN
sArWaka	s	sA	sAr	sArW	a	ka	aka	Waka	JJ
habe	h	ha	hab	habe	e	be	abe	habe	VM

BagabAnera	B	Ba	Bag	Baga	a	ra	era	nera	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
prArWanA	p	pr	prA	prAr	A	nA	anA	WanA	NN
kari	k	ka	kar	kari	i	ri	ari	kari	VM
ekaxina	e	ek	eka	ekax	a	na	ina	xina	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
sexina	s	se	sex	sexi	a	na	ina	xina	NN
Ase	A	As	Ase	Ase	e	se	Ase	Ase	VM
eKuni	e	eK	eKu	eKun	i	ni	uni	Kuni	PRP
KAtunira	K	KA	KAt	KAtu	a	ra	ira	nira	NN
hayZece	h	ha	hay	hayZ	e	ce	ece	Zece	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
ginnI	g	gi	gin	ginn	I	nI	nnI	innI	NN

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
hAsiwe	h	hA	hAs	hAsi	e	we	iwe	siwe	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
bate	b	ba	bat	bate	e	te	ate	bate	RP
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
Tozta	T	To	Toz	Tozt	a	ta	zta	ozta	NN
kAzpiyZA	k	kA	kAz	kAzp	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

harira	h	ha	har	hari	a	ra	ira	rira	NNP
mA	m	mA	mA	mA	A	mA	mA	mA	NN
haTA	h	ha	haT	haTA	A	TA	aTA	haTA	RB
ByAk‌	B	By	ByA	ByAk	‌	k‌	Ak‌	yAk‌	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
kAzxiyZA	k	kA	kAz	kAzx	A	ZA	yZA	iyZA	VM
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VAUX
balila	b	ba	bal	bali	a	la	ila	lila	VM
sei	s	se	sei	sei	i	ei	sei	sei	DEM
ASIrbAxa	A	AS	ASI	ASIr	a	xa	Axa	bAxa	NN
kara	k	ka	kar	kara	a	ra	ara	kara	VM
xixi	x	xi	xix	xixi	i	xi	ixi	xixi	VAUX
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
sei	s	se	sei	sei	i	ei	sei	sei	DEM
ASIrbAxai	A	AS	ASI	ASIr	i	ai	xai	Axai	NN
kara	k	ka	kar	kara	a	ra	ara	kara	VM

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
mAke	m	mA	mAk	mAke	e	ke	Ake	mAke	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
giyZACila	g	gi	giy	giyZ	a	la	ila	Cila	VAUX
sei	s	se	sei	sei	i	ei	sei	sei	DEM
sAXbI	s	sA	sAX	sAXb	I	bI	XbI	AXbI	NN
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	JJ
asamayZe	a	as	asa	asam	e	Ze	yZe	ayZe	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
sbargArohaNa	s	sb	sba	sbar	a	Na	aNa	haNa	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
ekarawwi	e	ek	eka	ekar	i	wi	wwi	awwi	JJ
meyZeke	m	me	mey	meyZ	e	ke	eke	Zeke	NN
harira	h	ha	har	hari	a	ra	ira	rira	NNP
mAyZera	m	mA	mAy	mAyZ	a	ra	era	Zera	NN
hAwei	h	hA	hAw	hAwe	i	ei	wei	Awei	NN
sazpiyZA	s	sa	saz	sazp	A	ZA	yZA	iyZA	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	VM
giyZACilena	g	gi	giy	giyZ	a	na	ena	lena	VAUX

sei	s	se	sei	sei	i	ei	sei	sei	DEM
meyZe	m	me	mey	meyZ	e	Ze	yZe	eyZe	NN
eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
ewaradZa	e	ew	ewa	ewar	a	Za	dZa	adZa	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
sbAmIra	s	sb	sbA	sbAm	a	ra	Ira	mIra	NN
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VAUX

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
Xamaka	X	Xa	Xam	Xama	a	ka	aka	maka	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
balila	b	ba	bal	bali	a	la	ila	lila	VM
A	A	A	A	A	A	A	A	A	NN
mar‌	m	ma	mar	mar‌	‌	r‌	ar‌	mar‌	NN

CizcakAzxunI	C	Ci	Ciz	Cizc	I	nI	unI	xunI	JJ
mAgI	m	mA	mAg	mAgI	I	gI	AgI	mAgI	NN
kAzxisa	k	kA	kAz	kAzx	a	sa	isa	xisa	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ

harira	h	ha	har	hari	a	ra	ira	rira	NNP
mA	m	mA	mA	mA	A	mA	mA	mA	NN
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
muCiwe	m	mu	muC	muCi	e	we	iwe	Ciwe	VM
muCiwe	m	mu	muC	muCi	e	we	iwe	Ciwe	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
kAzxi	k	kA	kAz	kAzx	i	xi	zxi	Azxi	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
sAXe	s	sA	sAX	sAXe	e	Xe	AXe	sAXe	NN
xixi	x	xi	xix	xixi	i	xi	ixi	xixi	NN

womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
Sune	S	Su	Sun	Sune	e	ne	une	Sune	VM
kAnnA	k	kA	kAn	kAnn	A	nA	nnA	AnnA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
kiCuwe	k	ki	kiC	kiCu	e	we	uwe	Cuwe	NN
Xare	X	Xa	Xar	Xare	e	re	are	Xare	PSP
rAKawe	r	rA	rAK	rAKa	e	we	awe	Kawe	VM
pArine	p	pA	pAr	pAri	e	ne	ine	rine	VAUX

mAiri	m	mA	mAi	mAir	i	ri	iri	Airi	NN
balaci	b	ba	bal	bala	i	ci	aci	laci	VM
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ese	e	es	ese	ese	e	se	ese	ese	VM
padZale	p	pa	pad	padZ	e	le	ale	Zale	VAUX
e	e	e	e	e	e	e	e	e	DEM
bAdZiwe	b	bA	bAd	bAdZ	e	we	iwe	Ziwe	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
rAwao	r	rA	rAw	rAwa	o	ao	wao	Awao	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
