jalapaWe	j	ja	jal	jala	e	We	aWe	paWe	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
wAhAxigake	w	wA	wAh	wAhA	e	ke	ake	gake	PRP
kon‌	k	ko	kon	kon‌	‌	n‌	on‌	kon‌	WQ
ajAnA	a	aj	ajA	ajAn	A	nA	AnA	jAnA	JJ
xeSera	x	xe	xeS	xeSe	a	ra	era	Sera	NN
jIba	j	jI	jIb	jIba	a	ba	Iba	jIba	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wuliyZACe	w	wu	wul	wuli	e	Ce	ACe	ZACe	VAUX

wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
abAXa	a	ab	abA	abAX	a	Xa	AXa	bAXa	JJ
sbacCanxa	s	sb	sba	sbac	a	xa	nxa	anxa	NN
gawi	g	ga	gaw	gawi	i	wi	awi	gawi	NN
anusaraNa	a	an	anu	anus	a	Na	aNa	raNa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
nirnimeRacakRe	n	ni	nir	nirn	e	Re	kRe	akRe	NN
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	VM
rahila	r	ra	rah	rahi	a	la	ila	hila	VAUX

ki	k	ki	ki	ki	i	ki	ki	ki	WQ
jAni	j	jA	jAn	jAni	i	ni	Ani	jAni	VM
koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
ihAxera	i	ih	ihA	ihAx	a	ra	era	xera	PRP
bAsA	b	bA	bAs	bAsA	A	sA	AsA	bAsA	NN
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
se	s	se	se	se	e	se	se	se	DEM
alakRya	a	al	ala	alak	a	ya	Rya	kRya	NN
AkarRaNa	A	Ak	Aka	Akar	a	Na	aNa	RaNa	NN
kAhArao	k	kA	kAh	kAhA	o	ao	rao	Arao	NN
edZAiyZA	e	ed	edZ	edZA	A	ZA	yZA	iyZA	VM
yAibAra	y	yA	yAi	yAib	a	ra	Ara	bAra	VAUX
jo	j	jo	jo	jo	o	jo	jo	jo	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
xui	x	xu	xui	xui	i	ui	xui	xui	QC
cakRu	c	ca	cak	cakR	u	Ru	kRu	akRu	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
jale	j	ja	jal	jale	e	le	ale	jale	NN
BariyZA	B	Ba	Bar	Bari	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX

hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
muCiyZA	m	mu	muC	muCi	A	ZA	yZA	iyZA	VM
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VAUX
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	NN
xeKila	x	xe	xeK	xeKi	a	la	ila	Kila	VM
xUra	x	xU	xUr	xUra	a	ra	Ura	xUra	NST
bqkRaSreNIra	b	bq	bqk	bqkR	a	ra	Ira	NIra	NN
sonAra	s	so	son	sonA	a	ra	Ara	nAra	NN
xIpwi	x	xI	xIp	xIpw	i	wi	pwi	Ipwi	NN
nibiyZA	n	ni	nib	nibi	A	ZA	yZA	iyZA	VM
AsiweCe	A	As	Asi	Asiw	e	Ce	eCe	weCe	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
mAWAra	m	mA	mAW	mAWA	a	ra	Ara	WAra	NN
upare	u	up	upa	upar	e	re	are	pare	NST
gACapAlA	g	gA	gAC	gACa	A	lA	AlA	pAlA	NN
naxIwe	n	na	nax	naxI	e	we	Iwe	xIwe	NN
xIrGawara	x	xI	xIr	xIrG	a	ra	ara	wara	JJ
CAyZApAwa	C	CA	CAy	CAyZ	a	wa	Awa	pAwa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
jala	j	ja	jal	jala	a	la	ala	jala	NN
kAlo	k	kA	kAl	kAlo	o	lo	Alo	kAlo	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
AniyZACe	A	An	Ani	Aniy	e	Ce	ACe	ZACe	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
wAhArai	w	wA	wAh	wAhA	i	ai	rai	Arai	PRP
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
anXakAra	a	an	anX	anXa	a	ra	Ara	kAra	NN
yena	y	ye	yen	yena	a	na	ena	yena	CC
suxIrGa	s	su	sux	suxI	a	Ga	rGa	IrGa	JJ
jihbA	j	ji	jih	jihb	A	bA	hbA	ihbA	NN
meliyZA	m	me	mel	meli	A	ZA	yZA	iyZA	VM
sammuKera	s	sa	sam	samm	a	ra	era	Kera	NN
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
Aloka	A	Al	Alo	Alok	a	ka	oka	loka	NN
niHSabxe	n	ni	niH	niHS	e	xe	bxe	abxe	RB
lehana	l	le	leh	leha	a	na	ana	hana	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
laiweCe	l	la	lai	laiw	e	Ce	eCe	weCe	VAUX

sahasA	s	sa	sah	saha	A	sA	asA	hasA	RB
naxIra	n	na	nax	naxI	a	ra	Ira	xIra	NN
dAnaxikera	d	dA	dAn	dAna	a	ra	era	kera	NN
bAzka	b	bA	bAz	bAzk	a	ka	zka	Azka	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
ekaKAni	e	ek	eka	ekaK	i	ni	Ani	KAni	QC
kRuxra	k	kR	kRu	kRux	a	ra	xra	uxra	JJ
SAmpAna	S	SA	SAm	SAmp	a	na	Ana	pAna	NN
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	JJ
sumuKe	s	su	sum	sumu	e	Ke	uKe	muKe	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
upasWiwa	u	up	upa	upas	a	wa	iwa	Wiwa	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM

nOkAyZa	n	nO	nOk	nOkA	a	Za	yZa	AyZa	NN
mAJi	m	mA	mAJ	mAJi	i	Ji	AJi	mAJi	NST
Binna	B	Bi	Bin	Binn	a	na	nna	inna	JJ
anya	a	an	any	anya	a	ya	nya	anya	JJ
ArohI	A	Ar	Aro	Aroh	I	hI	ohI	rohI	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

se	s	se	se	se	e	se	se	se	DEM
cattagrAmI	c	ca	cat	catt	I	mI	AmI	rAmI	NN
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ

kRaNakAla	k	kR	kRa	kRaN	a	la	Ala	kAla	NN
BArawIra	B	BA	BAr	BAra	a	ra	Ira	wIra	NNP
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
xike	x	xi	xik	xike	e	ke	ike	xike	NST
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
cattagrAmera	c	ca	cat	catt	a	ra	era	mera	NN
xurboXya	x	xu	xur	xurb	a	ya	Xya	oXya	JJ
musalamAnI	m	mu	mus	musa	I	nI	AnI	mAnI	JJ
bAMlAyZa	b	bA	bAM	bAMl	a	Za	yZa	AyZa	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
AmmA	A	Am	Amm	AmmA	A	mA	mmA	AmmA	NN
opAre	o	op	opA	opAr	e	re	Are	pAre	VM
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VAUX

ekaAnA	e	ek	eka	ekaA	A	nA	AnA	aAnA	QC
payZasA	p	pa	pay	payZ	A	sA	asA	ZasA	NN
xilei	x	xi	xil	xile	i	ei	lei	ilei	VM
pAra	p	pA	pAr	pAra	a	ra	Ara	pAra	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
xii	x	xi	xii	xii	i	ii	xii	xii	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
opAre	o	op	opA	opAr	e	re	Are	pAre	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mAJi	m	mA	mAJ	mAJi	i	Ji	AJi	mAJi	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
AcCA	A	Ac	AcC	AcCA	A	CA	cCA	AcCA	RDP
xuto	x	xu	xut	xuto	o	to	uto	xuto	QC
payZasA	p	pa	pay	payZ	A	sA	asA	ZasA	NN
xAo	x	xA	xAo	xAo	o	Ao	xAo	xAo	VM
cala	c	ca	cal	cala	a	la	ala	cala	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
bAp‌	b	bA	bAp	bAp‌	‌	p‌	Ap‌	bAp‌	VM
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
yAo	y	yA	yAo	yAo	o	Ao	yAo	yAo	VM

bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
epAre	e	ep	epA	epAr	e	re	Are	pAre	NN
opAre	o	op	opA	opAr	e	re	Are	pAre	NN
yAbAra	y	yA	yAb	yAbA	a	ra	Ara	bAra	VM
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
xarakAra	x	xa	xar	xara	a	ra	Ara	kAra	NN
nei	n	ne	nei	nei	i	ei	nei	nei	NEG

mAJi	m	mA	mAJ	mAJi	i	Ji	AJi	mAJi	NN
gela	g	ge	gel	gela	a	la	ela	gela	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
payZasA	p	pa	pay	payZ	A	sA	asA	ZasA	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG
xebe	x	xe	xeb	xebe	e	be	ebe	xebe	NN
cala	c	ca	cal	cala	a	la	ala	cala	VM
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
bedZiyZe	b	be	bed	bedZ	e	Ze	yZe	iyZe	VM
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VAUX
Asi	A	As	Asi	Asi	i	si	Asi	Asi	VAUX

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
GAtera	G	GA	GAt	GAte	a	ra	era	tera	NN
ekaXAre	e	ek	eka	ekaX	e	re	Are	XAre	NN
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	JJ
BidZAiwe	B	Bi	Bid	BidZ	e	we	iwe	Aiwe	NN
uxyawa	u	ux	uxy	uxya	a	wa	awa	yawa	JJ
haila	h	ha	hai	hail	a	la	ila	aila	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
pAila	p	pA	pAi	pAil	a	la	ila	Aila	VM

gACapAlAra	g	gA	gAC	gACa	a	ra	Ara	lAra	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
sWAnatA	s	sW	sWA	sWAn	A	tA	atA	natA	NN
anXakAra	a	an	anX	anXa	a	ra	Ara	kAra	JJ
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
nirjana	n	ni	nir	nirj	a	na	ana	jana	NN

xIrGaxina	x	xI	xIr	xIrG	a	na	ina	xina	NN
exeSe	e	ex	exe	exeS	e	Se	eSe	xeSe	NN
WAkAra	W	WA	WAk	WAkA	a	ra	Ara	kAra	VM
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
ihAxera	i	ih	ihA	ihAx	a	ra	era	xera	PRP
BARA	B	BA	BAR	BARA	A	RA	ARA	BARA	NN
baliwe	b	ba	bal	bali	e	we	iwe	liwe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
pArileo	p	pA	pAr	pAri	o	eo	leo	ileo	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
buJiwa	b	bu	buJ	buJi	a	wa	iwa	Jiwa	JJ

ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
ihAo	i	ih	ihA	ihAo	o	Ao	hAo	ihAo	PRP
jAniwa	j	jA	jAn	jAni	a	wa	iwa	niwa	JJ
cattagrAmera	c	ca	cat	catt	a	ra	era	mera	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ
mAJi-sampraxAyZa	m	mA	mAJ	mAJi	a	Za	yZa	AyZa	NN
awiSayZa	a	aw	awi	awiS	a	Za	yZa	ayZa	INTF
xurbqwwa	x	xu	xur	xurb	a	wa	wwa	qwwa	JJ

wAdZAwAdZi	w	wA	wAd	wAdZ	i	Zi	dZi	AdZi	RB
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VM
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VM
kruxXasbare	k	kr	kru	krux	e	re	are	bare	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
yAo	y	yA	yAo	yAo	o	Ao	yAo	yAo	VM
balaci	b	ba	bal	bala	i	ci	aci	laci	UT
eKAna	e	eK	eKA	eKAn	a	na	Ana	KAna	PRP
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
naile	n	na	nai	nail	e	le	ile	aile	CC
puliSa	p	pu	pul	puli	a	Sa	iSa	liSa	NN
dAkabo	d	dA	dAk	dAka	o	bo	abo	kabo	VM

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
uccakaNTa	u	uc	ucc	ucca	a	Ta	NTa	aNTa	NN
o	o	o	o	o	o	o	o	o	CC
wIkRNa	w	wI	wIk	wIkR	a	Na	RNa	kRNa	JJ
xqRtipAwe	x	xq	xqR	xqRt	e	we	Awe	pAwe	NN
boXa	b	bo	boX	boXa	a	Xa	oXa	boXa	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
cattagrAmI	c	ca	cat	catt	I	mI	AmI	rAmI	NN
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ
ebAra	e	eb	ebA	ebAr	a	ra	Ara	bAra	NN
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
pAiyZA	p	pA	pAi	pAiy	A	ZA	yZA	iyZA	VM
WAmila	W	WA	WAm	WAmi	a	la	ila	mila	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	NN
xeKila	x	xe	xeK	xeKi	a	la	ila	Kila	VM
lokatAra	l	lo	lok	loka	a	ra	Ara	tAra	NN
bayZasa	b	ba	bay	bayZ	a	sa	asa	Zasa	NN
AnxAja	A	An	Anx	AnxA	a	ja	Aja	xAja	NN
paFcASa	p	pa	paF	paFc	a	Sa	ASa	cASa	NN
pAra	p	pA	pAr	pAra	a	ra	Ara	pAra	VM
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
SaKa	S	Sa	SaK	SaKa	a	Ka	aKa	SaKa	NN
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VM
