CelebelA	C	Ce	Cel	Cele	A	lA	elA	belA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
aneka	a	an	ane	anek	a	ka	eka	neka	QF
prakArera	p	pr	pra	prak	a	ra	era	rera	NN
xurbalawA	x	xu	xur	xurb	A	wA	awA	lawA	NN
ekAnwa	e	ek	ekA	ekAn	a	wa	nwa	Anwa	JJ
saMgopane	s	sa	saM	saMg	e	ne	ane	pane	NN
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
sei	s	se	sei	sei	i	ei	sei	sei	DEM
KabaratAi	K	Ka	Kab	Kaba	i	Ai	tAi	atAi	NN
Ajao	A	Aj	Aja	Ajao	o	ao	jao	Ajao	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
pOzCe	p	pO	pOz	pOzC	e	Ce	zCe	OzCe	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VAUX

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
krIScAna	k	kr	krI	krIS	a	na	Ana	cAna	NN
meyZetike	m	me	mey	meyZ	e	ke	ike	tike	NN
konaxina	k	ko	kon	kona	a	na	ina	xina	NN
kaTina	k	ka	kaT	kaTi	a	na	ina	Tina	JJ
xaNda	x	xa	xaN	xaNd	a	da	Nda	aNda	NN
xeoyZA	x	xe	xeo	xeoy	A	ZA	yZA	oyZA	VM
ye	y	ye	ye	ye	e	ye	ye	ye	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
pakRe	p	pa	pak	pakR	e	Re	kRe	akRe	PSP
ekebArei	e	ek	eke	ekeb	i	ei	rei	Arei	RB
asamBaba	a	as	asa	asam	a	ba	aba	Baba	JJ
ihA	i	ih	ihA	ihA	A	hA	ihA	ihA	PRP
sawya	s	sa	saw	sawy	a	ya	wya	awya	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
nArIra	n	nA	nAr	nArI	a	ra	Ira	rIra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
bimuKawA	b	bi	bim	bimu	A	wA	awA	KawA	NN
sawya	s	sa	saw	sawy	a	ya	wya	awya	NN
baliyZAi	b	ba	bal	bali	i	Ai	ZAi	yZAi	UT
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
mana	m	ma	man	mana	a	na	ana	mana	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
BArawIkeo	B	BA	BAr	BAra	o	eo	keo	Ikeo	NN
anAyZAse	a	an	anA	anAy	e	se	Ase	ZAse	RB
ciraxina	c	ci	cir	cira	a	na	ina	xina	NN
xUre	x	xU	xUr	xUre	e	re	Ure	xUre	NST
sarAiyZA	s	sa	sar	sarA	A	ZA	yZA	iyZA	NN
rAKiwe	r	rA	rAK	rAKi	e	we	iwe	Kiwe	VM
pAribe	p	pA	pAr	pAri	e	be	ibe	ribe	VAUX
wAhAo	w	wA	wAh	wAhA	o	Ao	hAo	AhAo	PRP
wemanii	w	we	wem	wema	i	ii	nii	anii	PRP
sawya	s	sa	saw	sawy	a	ya	wya	awya	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX

aWaca	a	aW	aWa	aWac	a	ca	aca	Waca	CC
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
ye	y	ye	ye	ye	e	ye	ye	ye	CC
sei	s	se	sei	sei	i	ei	sei	sei	DEM
niRTura	n	ni	niR	niRT	a	ra	ura	Tura	JJ
miWyAcAriNI	m	mi	miW	miWy	I	NI	iNI	riNI	JJ
ramaNIra	r	ra	ram	rama	a	ra	Ira	NIra	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
birAga	b	bi	bir	birA	a	ga	Aga	rAga	NN
o	o	o	o	o	o	o	o	o	CC
bixbeRera	b	bi	bix	bixb	a	ra	era	Rera	NN
abaXi	a	ab	aba	abaX	i	Xi	aXi	baXi	PSP
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
e	e	e	e	e	e	e	e	e	DEM
kaWAo	k	ka	kaW	kaWA	o	Ao	WAo	aWAo	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
anwaryAmI	a	an	anw	anwa	I	mI	AmI	yAmI	NN
xeKiweCilena	x	xe	xeK	xeKi	a	na	ena	lena	VM

xina-panara	x	xi	xin	xina	a	ra	ara	nara	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
se	s	se	se	se	e	se	se	se	PRP
BAmoyZa	B	BA	BAm	BAmo	a	Za	yZa	oyZa	NN
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VM

eKAnakAra	e	eK	eKA	eKAn	a	ra	Ara	kAra	PRP
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ekaprakAra	e	ek	eka	ekap	a	ra	Ara	kAra	NN
samAXA	s	sa	sam	samA	A	XA	AXA	mAXA	NN
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VM
kAla-paraSu	k	kA	kAl	kAla	u	Su	aSu	raSu	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mik‌WilA	m	mi	mik	mik‌	A	lA	ilA	WilA	NN
raonA	r	ra	rao	raon	A	nA	onA	aonA	NN
haibAra	h	ha	hai	haib	a	ra	Ara	bAra	VM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN

sanXyAra	s	sa	san	sanX	a	ra	Ara	yAra	NN
pare	p	pa	par	pare	e	re	are	pare	NST
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
aPisa	a	aP	aPi	aPis	a	sa	isa	Pisa	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	VM
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
Garera	G	Ga	Gar	Gare	a	ra	era	rera	NN
bArAnxAyZa	b	bA	bAr	bArA	a	Za	yZa	AyZa	NN
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
se	s	se	se	se	e	se	se	se	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
jatila	j	ja	jat	jati	a	la	ila	tila	JJ
samasyAra	s	sa	sam	sama	a	ra	Ara	yAra	NN
samAXAne	s	sa	sam	samA	e	ne	Ane	XAne	NN
niyukwa	n	ni	niy	niyu	a	wa	kwa	ukwa	JJ
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM

nArIra	n	nA	nAr	nArI	a	ra	Ira	rIra	NN
sbAXInawAra	s	sb	sbA	sbAX	a	ra	Ara	wAra	NN
prasafge	p	pr	pra	pras	e	ge	fge	afge	NN
mana	m	ma	man	mana	a	na	ana	mana	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
konakAlei	k	ko	kon	kona	i	ei	lei	Alei	QF
sAyZa	s	sA	sAy	sAyZ	a	Za	yZa	AyZa	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
cAhiwa	c	cA	cAh	cAhi	a	wa	iwa	hiwa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

ihAwe	i	ih	ihA	ihAw	e	we	Awe	hAwe	PRP
mafgala	m	ma	maf	mafg	a	la	ala	gala	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
ihA	i	ih	ihA	ihA	A	hA	ihA	ihA	PRP
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ruci	r	ru	ruc	ruci	i	ci	uci	ruci	NN
o	o	o	o	o	o	o	o	o	CC
Ajanma	A	Aj	Aja	Ajan	a	ma	nma	anma	NN
saMskAra	s	sa	saM	saMs	a	ra	Ara	kAra	NN
e	e	e	e	e	e	e	e	e	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
anukRaNa	a	an	anu	anuk	a	Na	aNa	RaNa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kAne	k	kA	kAn	kAne	e	ne	Ane	kAne	NN
kAne	k	kA	kAn	kAne	e	ne	Ane	kAne	NN
baliwa	b	ba	bal	bali	a	wa	iwa	liwa	JJ

aWaca	a	aW	aWa	aWac	a	ca	aca	Waca	CC
SAswrIyZa	S	SA	SAs	SAsw	a	Za	yZa	IyZa	JJ
anuSAsanagulAra	a	an	anu	anuS	a	ra	Ara	lAra	NN
maXyeo	m	ma	maX	maXy	o	eo	yeo	Xyeo	NST
ye	y	ye	ye	ye	e	ye	ye	ye	CC
ihAxera	i	ih	ihA	ihAx	a	ra	era	xera	PRP
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
gaBIra	g	ga	gaB	gaBI	a	ra	Ira	BIra	JJ
abicAra	a	ab	abi	abic	a	ra	Ara	cAra	NN
nihiwa	n	ni	nih	nihi	a	wa	iwa	hiwa	JJ
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
e	e	e	e	e	e	e	e	e	DEM
sawya	s	sa	saw	sawy	a	ya	wya	awya	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
nyAyZaniRTa	n	ny	nyA	nyAy	a	Ta	RTa	iRTa	JJ
ciwwa	c	ci	ciw	ciww	a	wa	wwa	iwwa	JJ
kiCuwei	k	ki	kiC	kiCu	i	ei	wei	uwei	NN
asbIkAra	a	as	asb	asbI	a	ra	Ara	kAra	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
pAriwa	p	pA	pAr	pAri	a	wa	iwa	riwa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

ihAwe	i	ih	ihA	ihAw	e	we	Awe	hAwe	PRP
se	s	se	se	se	e	se	se	se	DEM
xuHKa	x	xu	xuH	xuHK	a	Ka	HKa	uHKa	NN
pAiwa	p	pA	pAi	pAiw	a	wa	iwa	Aiwa	JJ
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
paWa	p	pa	paW	paWa	a	Wa	aWa	paWa	NN
pAiwa	p	pA	pAi	pAiw	a	wa	iwa	Aiwa	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

akasmA	a	ak	aka	akas	A	mA	smA	asmA	NN
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
xbiXA	x	xb	xbi	xbiX	A	XA	iXA	biXA	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
kAraNe	k	kA	kAr	kAra	e	Ne	aNe	raNe	NN
ekebAre	e	ek	eke	ekeb	e	re	Are	bAre	RB
kAtiyZA	k	kA	kAt	kAti	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
eirUpa	e	ei	eir	eirU	a	pa	Upa	rUpa	PRP

ye	y	ye	ye	ye	e	ye	ye	ye	DEM
xbiwala	x	xb	xbi	xbiw	a	la	ala	wala	NN
Garatiwe	G	Ga	Gar	Gara	e	we	iwe	tiwe	NN
se	s	se	se	se	e	se	se	se	DEM
bAsA	b	bA	bAs	bAsA	A	sA	AsA	bAsA	NN
laiyZACe	l	la	lai	laiy	e	Ce	ACe	ZACe	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
nIcera	n	nI	nIc	nIce	a	ra	era	cera	NN
walAyZa	w	wa	wal	walA	a	Za	yZa	AyZa	NST
ekati	e	ek	eka	ekat	i	ti	ati	kati	QC
brahmaxeSIyZa	b	br	bra	brah	a	Za	yZa	IyZa	JJ
Baxraloka	B	Ba	Bax	Baxr	a	ka	oka	loka	NN
saparibAre	s	sa	sap	sapa	e	re	Are	bAre	RB
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
kariweCilena	k	ka	kar	kari	a	na	ena	lena	VM

sakAle	s	sa	sak	sakA	e	le	Ale	kAle	NN
APise	A	AP	APi	APis	e	se	ise	Pise	VM
yAibAra	y	yA	yAi	yAib	a	ra	Ara	bAra	VAUX
pUrbe	p	pU	pUr	pUrb	e	be	rbe	Urbe	NST
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
saMsAre	s	sa	saM	saMs	e	re	Are	sAre	NN
eka	e	ek	eka	eka	a	ka	eka	eka	QC
biRama	b	bi	biR	biRa	a	ma	ama	Rama	JJ
anarWa	a	an	ana	anar	a	Wa	rWa	arWa	NN
Gate	G	Ga	Gat	Gate	e	te	ate	Gate	VM

wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
cAra	c	cA	cAr	cAra	a	ra	Ara	cAra	QC
kanyA	k	ka	kan	kany	A	yA	nyA	anyA	NN
sakalei	s	sa	sak	saka	i	ei	lei	alei	PRP
bibAhiwA	b	bi	bib	bibA	A	wA	iwA	hiwA	NN

ki	k	ki	ki	ki	i	ki	ki	ki	WQ
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
usaba	u	us	usa	usab	a	ba	aba	saba	JJ
upalakRe	u	up	upa	upal	e	Re	kRe	akRe	NN
jAmAwArA	j	jA	jAm	jAmA	A	rA	ArA	wArA	NN
sakalei	s	sa	sak	saka	i	ei	lei	alei	PRP
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
upasWiwa	u	up	upa	upas	a	wa	iwa	Wiwa	JJ
haiyZACilena	h	ha	hai	haiy	a	na	ena	lena	VM

Bojera	B	Bo	Boj	Boje	a	ra	era	jera	NN
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
samBrama	s	sa	sam	samB	a	ma	ama	rama	JJ
o	o	o	o	o	o	o	o	o	CC
ijjawa	i	ij	ijj	ijja	a	wa	awa	jawa	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
praWame	p	pr	pra	praW	e	me	ame	Wame	NN
meyZexera	m	me	mey	meyZ	a	ra	era	xera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
anawikAla	a	an	ana	anaw	a	la	Ala	kAla	NN
parei	p	pa	par	pare	i	ei	rei	arei	NST
bAbAjIbanaxera	b	bA	bAb	bAbA	a	ra	era	xera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
lATAlATi	l	lA	lAT	lATA	i	Ti	ATi	lATi	NN
rakwArakwi	r	ra	rak	rakw	i	wi	kwi	akwi	NN
bAXiyZA	b	bA	bAX	bAXi	A	ZA	yZA	iyZA	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
laiwe	l	la	lai	laiw	e	we	iwe	aiwe	VM
giyZA	g	gi	giy	giyZ	A	ZA	yZA	iyZA	VAUX
hawabuxXi	h	ha	haw	hawa	i	Xi	xXi	uxXi	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
Sunila	S	Su	Sun	Suni	a	la	ila	nila	VAUX
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
izhAxera	i	iz	izh	izhA	a	ra	era	xera	NN
ekajana	e	ek	eka	ekaj	a	na	ana	jana	QC
mAxrAjera	m	mA	mAx	mAxr	a	ra	era	jera	NN
culiyZA	c	cu	cul	culi	A	ZA	yZA	iyZA	NN
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ
ekajana	e	ek	eka	ekaj	a	na	ana	jana	NN
cattagrAmera	c	ca	cat	catt	a	ra	era	mera	NNP
bAfAlI-parwugIja	b	bA	bAf	bAfA	a	ja	Ija	gIja	NN
ekajana	e	ek	eka	ekaj	a	na	ana	jana	QC
eyAMlo-iNdiyZAna	e	ey	eyA	eyAM	a	na	Ana	ZAna	XC
sAheba	s	sA	sAh	sAhe	a	ba	eba	heba	NNP
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
Cota-jAmAwAti	C	Co	Cot	Cota	i	ti	Ati	wAti	NN
cInA	c	cI	cIn	cInA	A	nA	InA	cInA	JJ
kayZeka	k	ka	kay	kayZ	a	ka	eka	Zeka	QF
puruRa	p	pu	pur	puru	a	Ra	uRa	ruRa	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
Saharei	S	Sa	Sah	Saha	i	ei	rei	arei	NN
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
cAmadZAra	c	cA	cAm	cAma	a	ra	Ara	ZAra	NN
kArabAra	k	kA	kAr	kAra	a	ra	Ara	bAra	NN
kariweCena	k	ka	kar	kari	a	na	ena	Cena	VM

eirUpa	e	ei	eir	eirU	a	pa	Upa	rUpa	DEM
pqWibIsuxXa	p	pq	pqW	pqWi	a	Xa	xXa	uxXa	NN
jAwira	j	jA	jAw	jAwi	a	ra	ira	wira	NN
SbaSura	S	Sb	Sba	SbaS	a	ra	ura	Sura	NN
haibAra	h	ha	hai	haib	a	ra	Ara	bAra	VM
gOraba	g	gO	gOr	gOra	a	ba	aba	raba	NN
anyawra	a	an	any	anya	a	ra	wra	awra	JJ
xurlaBa	x	xu	xur	xurl	a	Ba	aBa	laBa	NN
haileo	h	ha	hai	hail	o	eo	leo	ileo	VM
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
awiSayZa	a	aw	awi	awiS	a	Za	yZa	ayZa	INTF
sulaBa	s	su	sul	sula	a	Ba	aBa	laBa	JJ

wawrAca	w	wa	waw	wawr	a	ca	Aca	rAca	NNP
prawibArei	p	pr	pra	praw	i	ei	rei	Arei	NN
nAki	n	nA	nAk	nAki	i	ki	Aki	nAki	RP
Baxraloka	B	Ba	Bax	Baxr	a	ka	oka	loka	NN
saBayZe	s	sa	saB	saBa	e	Ze	yZe	ayZe	NN
prawibAxa	p	pr	pra	praw	a	xa	Axa	bAxa	NN
kariyZACilena	k	ka	kar	kari	a	na	ena	lena	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
meyZexera	m	me	mey	meyZ	a	ra	era	xera	NN
aprawihawa	a	ap	apr	apra	a	wa	awa	hawa	JJ
sbAXInawA	s	sb	sbA	sbAX	A	wA	awA	nawA	NN
wAhAwe	w	wA	wAh	wAhA	e	we	Awe	hAwe	PRP
kAna	k	kA	kAn	kAna	a	na	Ana	kAna	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
xeyZa	x	xe	xey	xeyZ	a	Za	yZa	eyZa	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

eka-ekaxina	e	ek	eka	eka-	a	na	ina	xina	NN
eka-ekati	e	ek	eka	eka-	i	ti	ati	kati	QC
