belA	b	be	bel	belA	A	lA	elA	belA	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

nIce	n	nI	nIc	nIce	e	ce	Ice	nIce	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
hAwa-muKa	h	hA	hAw	hAwa	a	Ka	uKa	muKa	NN
XuiyZA	X	Xu	Xui	Xuiy	A	ZA	yZA	iyZA	VM
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VAUX
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
KAbAra	K	KA	KAb	KAbA	a	ra	Ara	bAra	NN
KAiyZA	K	KA	KAi	KAiy	A	ZA	yZA	iyZA	VM
supAri	s	su	sup	supA	i	ri	Ari	pAri	XC
elAca	e	el	elA	elAc	a	ca	Aca	lAca	NNP
praBqwi	p	pr	pra	praB	i	wi	qwi	Bqwi	RP
muKe	m	mu	muK	muKe	e	Ke	uKe	muKe	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
hqRtaciwwe	h	hq	hqR	hqRt	e	we	wwe	iwwe	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
ebAra	e	eb	ebA	ebAr	a	ra	Ara	bAra	NN
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
Cuti	C	Cu	Cut	Cuti	i	ti	uti	Cuti	NN
xina	x	xi	xin	xina	a	na	ina	xina	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
bAsAyZa	b	bA	bAs	bAsA	a	Za	yZa	AyZa	NN
yAi	y	yA	yAi	yAi	i	Ai	yAi	yAi	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
mAWA	m	mA	mAW	mAWA	A	WA	AWA	mAWA	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	VM
seti	s	se	set	seti	i	ti	eti	seti	PRP
habe	h	ha	hab	habe	e	be	abe	habe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

weoyZArIke	w	we	weo	weoy	e	ke	Ike	rIke	NNP
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
xiyZeci	x	xi	xiy	xiyZ	i	ci	eci	Zeci	PSP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
APisera	A	AP	APi	APis	a	ra	era	sera	NN
Perawa	P	Pe	Per	Pera	a	wa	awa	rawa	JJ
kAla	k	kA	kAl	kAla	a	la	Ala	kAla	NN
bikAle	b	bi	bik	bikA	e	le	Ale	kAle	NN
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
bAsAyZa	b	bA	bAs	bAsA	a	Za	yZa	AyZa	NN
yAbena	y	yA	yAb	yAbe	a	na	ena	bena	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
niyZeci	n	ni	niy	niyZ	i	ci	eci	Zeci	VM
ye	y	ye	ye	ye	e	ye	ye	ye	CC
se	s	se	se	se	e	se	se	se	DEM
susWaxehe	s	su	sus	susW	e	he	ehe	xehe	NN
bahAla	b	ba	bah	bahA	a	la	Ala	hAla	JJ
wabiyZawe	w	wa	wab	wabi	e	we	awe	Zawe	NN
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
AgalAcce	A	Ag	Aga	Agal	e	ce	cce	Acce	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
cinwA	c	ci	cin	cinw	A	wA	nwA	inwA	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
kena	k	ke	ken	kena	a	na	ena	kena	WQ

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
balila	b	ba	bal	bali	a	la	ila	lila	VM
kAraNa	k	kA	kAr	kAra	a	Na	aNa	raNa	CC
samprawi	s	sa	sam	samp	i	wi	awi	rawi	RB
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
aBiBAbaka	a	aB	aBi	aBiB	a	ka	aka	baka	NN

Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
sumiwrAxixi	s	su	sum	sumi	i	xi	ixi	xixi	NNP
asusWa	a	as	asu	asus	a	Wa	sWa	usWa	JJ
nabawArA	n	na	nab	naba	A	rA	ArA	wArA	VM
geCena	g	ge	geC	geCe	a	na	ena	Cena	VAUX
awulabAbuke	a	aw	awu	awul	e	ke	uke	buke	NN
safge	s	sa	saf	safg	e	ge	fge	afge	NST
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VM
opAre	o	op	opA	opAr	e	re	Are	pAre	VAUX
ApanAke	A	Ap	Apa	Apan	e	ke	Ake	nAke	PRP
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST

ApanAra	A	Ap	Apa	Apan	a	ra	Ara	nAra	PRP
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
presidentera	p	pr	pre	pres	a	ra	era	tera	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
AxeSa	A	Ax	Axe	AxeS	a	Sa	eSa	xeSa	NN

oi	o	oi	oi	oi	i	oi	oi	oi	DEM
Xuwi	X	Xu	Xuw	Xuwi	i	wi	uwi	Xuwi	NN
ene	e	en	ene	ene	e	ne	ene	ene	VM
reKeci	r	re	reK	reKe	i	ci	eci	Keci	VAUX
pa’re	p	pa	pa’	pa’r	e	re	’re	a’re	NN
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	PSP
caluna	c	ca	cal	calu	a	na	una	luna	VM

koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX

majuraxera	m	ma	maj	maju	a	ra	era	xera	NN
lAinera	l	lA	lAi	lAin	a	ra	era	nera	NNP
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN

arWA	a	ar	arW	arWA	A	WA	rWA	arWA	CC
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	JJ
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	RDP
kAraKAnAra	k	kA	kAr	kAra	a	ra	Ara	nAra	NN
krodZapawi	k	kr	kro	krod	i	wi	awi	pawi	NN
mAlikerA	m	mA	mAl	mAli	A	rA	erA	kerA	NN
oyZArkamenaxera	o	oy	oyZ	oyZA	a	ra	era	xera	NN
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
lAinabanxI	l	lA	lAi	lAin	I	xI	nxI	anxI	NN
ye-saba	y	ye	ye-	ye-s	a	ba	aba	saba	DEM
narakakuNda	n	na	nar	nara	a	da	Nda	uNda	NN
wEri	w	wE	wEr	wEri	i	ri	Eri	wEri	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
xiyZeCe	x	xi	xiy	xiyZ	e	Ce	eCe	ZeCe	VAUX
seiKAne	s	se	sei	seiK	e	ne	Ane	KAne	PRP

Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
rabibAre	r	ra	rab	rabi	e	re	Are	bAre	NNP
Cutira	C	Cu	Cut	Cuti	a	ra	ira	tira	NN
xinei	x	xi	xin	xine	i	ei	nei	inei	NN
seKAne	s	se	seK	seKA	e	ne	Ane	KAne	PRP
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN

apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
seKAne	s	se	seK	seKA	e	ne	Ane	KAne	PRP
kena	k	ke	ken	kena	a	na	ena	kena	WQ

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
uora	u	uo	uor	uora	a	ra	ora	uora	NN
xila	x	xi	xil	xila	a	la	ila	xila	VM
naile	n	na	nai	nail	e	le	ile	aile	CC
paWera-xAbIra	p	pa	paW	paWe	a	ra	Ira	bIra	NN
sawyikArera	s	sa	saw	sawy	a	ra	era	rera	JJ
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
hawe	h	ha	haw	hawe	e	we	awe	hawe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX

ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
e	e	e	e	e	e	e	e	e	DEM
saBAra	s	sa	saB	saBA	a	ra	Ara	BAra	NN
mAwabbara	m	mA	mAw	mAwa	a	ra	ara	bara	NN
saBya	s	sa	saB	saBy	a	ya	Bya	aBya	NN
sarajamine	s	sa	sar	sara	e	ne	ine	mine	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
gele	g	ge	gel	gele	e	le	ele	gele	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
kAjera	k	kA	kAj	kAje	a	ra	era	jera	NN
XArA	X	XA	XAr	XArA	A	rA	ArA	XArA	NN
buJawe	b	bu	buJ	buJa	e	we	awe	Jawe	VM
pArabena	p	pA	pAr	pAra	a	na	ena	bena	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
apUrbabAbu	a	ap	apU	apUr	u	bu	Abu	bAbu	NNP

caluna	c	ca	cal	calu	a	na	una	luna	VM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
APisera	A	AP	APi	APis	a	ra	era	sera	NN
poSAka	p	po	poS	poSA	a	ka	Aka	SAka	NN
CAdZiyZA	C	CA	CAd	CAdZ	A	ZA	yZA	iyZA	VM
minita-pAzcekera	m	mi	min	mini	a	ra	era	kera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
praswuwa	p	pr	pra	pras	a	wa	uwa	wuwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
laila	l	la	lai	lail	a	la	ila	aila	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
AlamAri	A	Al	Ala	Alam	i	ri	Ari	mAri	NN
KuliyZA	K	Ku	Kul	Kuli	A	ZA	yZA	iyZA	VM
ki	k	ki	ki	ki	i	ki	ki	ki	RP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
baswu	b	ba	bas	basw	u	wu	swu	aswu	NN
lukAiyZA	l	lu	luk	lukA	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
jAmAra	j	jA	jAm	jAmA	a	ra	Ara	mAra	NN
pakete	p	pa	pak	pake	e	te	ete	kete	NN
rAKiwe	r	rA	rAK	rAKi	e	we	iwe	Kiwe	VM
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
xeKiwe	x	xe	xeK	xeKi	e	we	iwe	Kiwe	VM
pAiyZA	p	pA	pAi	pAiy	A	ZA	yZA	iyZA	VAUX
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
otA	o	ot	otA	otA	A	tA	otA	otA	PRP
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
nilena	n	ni	nil	nile	a	na	ena	lena	VM

gAxA	g	gA	gAx	gAxA	A	xA	AxA	gAxA	NNP
piswala	p	pi	pis	pisw	a	la	ala	wala	NN

piswala	p	pi	pis	pisw	a	la	ala	wala	NN

piswala	p	pi	pis	pisw	a	la	ala	wala	NN
kena	k	ke	ken	kena	a	na	ena	kena	WQ

AwmarakRAra	A	Aw	Awm	Awma	a	ra	Ara	RAra	NN
janye	j	ja	jan	jany	e	ye	nye	anye	PSP

ora	o	or	ora	ora	a	ra	ora	ora	PRP
pAsa	p	pA	pAs	pAsa	a	sa	Asa	pAsa	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM

nA	n	nA	nA	nA	A	nA	nA	nA	NEG

apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
balila	b	ba	bal	bali	a	la	ila	lila	VM
puliSe	p	pu	pul	puli	e	Se	iSe	liSe	NN
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
Xare	X	Xa	Xar	Xare	e	re	are	Xare	VM
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
AwmarakRA	A	Aw	Awm	Awma	A	RA	kRA	akRA	NN
xujanerai	x	xu	xuj	xuja	i	ai	rai	erai	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX

ka’baCara	k	ka	ka’	ka’b	a	ra	ara	Cara	NN
xeyZa	x	xe	xey	xeyZ	a	Za	yZa	eyZa	VM

xebe	x	xe	xeb	xebe	e	be	ebe	xebe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
caluna	c	ca	cal	calu	a	na	una	luna	VM

apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
niHSbAsa	n	ni	niH	niHS	a	sa	Asa	bAsa	NN
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	XC
xurgA	x	xu	xur	xurg	A	gA	rgA	urgA	NNP
SrIhari	S	Sr	SrI	SrIh	i	ri	ari	hari	NNP

caluna	c	ca	cal	calu	a	na	una	luna	VM

badZa	b	ba	bad	badZ	a	Za	dZa	adZa	JJ
rAswA	r	rA	rAs	rAsw	A	wA	swA	AswA	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	PSP
uwware	u	uw	uww	uwwa	e	re	are	ware	NN
barmA	b	ba	bar	barm	A	mA	rmA	armA	NN
o	o	o	o	o	o	o	o	o	CC
cInApallI	c	cI	cIn	cInA	I	lI	llI	allI	NNP
pAra	p	pA	pAr	pAra	a	ra	Ara	pAra	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
bAjArera	b	bA	bAj	bAjA	a	ra	era	rera	NN
pASa	p	pA	pAS	pASa	a	Sa	ASa	pASa	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
xujane	x	xu	xuj	xuja	e	ne	ane	jane	NN
prAyZa	p	pr	prA	prAy	a	Za	yZa	AyZa	RB
mAila-KAneka	m	mA	mAi	mAil	a	ka	eka	neka	QF
paWa	p	pa	paW	paWa	a	Wa	aWa	paWa	NN
hAztiyZA	h	hA	hAz	hAzt	A	ZA	yZA	iyZA	VM
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
prakANda	p	pr	pra	prak	a	da	Nda	ANda	JJ
kAraKAnAra	k	kA	kAr	kAra	a	ra	Ara	nAra	NN
sammuKe	s	sa	sam	samm	e	Ke	uKe	muKe	NST
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
upasWiwa	u	up	upa	upas	a	wa	iwa	Wiwa	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
banXa-Patakera	b	ba	ban	banX	a	ra	era	kera	NN
kAtA-xarajAra	k	kA	kAt	kAtA	a	ra	Ara	jAra	NN
PAzka	P	PA	PAz	PAzk	a	ka	zka	Azka	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
galira	g	ga	gal	gali	a	ra	ira	lira	NN
Biware	B	Bi	Biw	Biwa	e	re	are	ware	NST
prabeSa	p	pr	pra	prab	a	Sa	eSa	beSa	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

dAnaxike	d	dA	dAn	dAna	e	ke	ike	xike	NN
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	QF
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	NN
karogeta	k	ka	kar	karo	a	ta	eta	geta	VM
lohAra	l	lo	loh	lohA	a	ra	Ara	hAra	NN
guxAma	g	gu	gux	guxA	a	ma	Ama	xAma	NN
o	o	o	o	o	o	o	o	o	CC
wAhArai	w	wA	wAh	wAhA	i	ai	rai	Arai	PRP
o-XAre	o	o-	o-X	o-XA	e	re	Are	XAre	NN
kArigara	k	kA	kAr	kAri	a	ra	ara	gara	NN
o	o	o	o	o	o	o	o	o	CC
majuraxigera	m	ma	maj	maju	a	ra	era	gera	NN
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
karibAra	k	ka	kar	kari	a	ra	Ara	bAra	VM
BAfgA	B	BA	BAf	BAfg	A	gA	fgA	AfgA	NNP
kATa	k	kA	kAT	kATa	a	Ta	ATa	kATa	NN
o	o	o	o	o	o	o	o	o	CC
BAfgA	B	BA	BAf	BAfg	A	gA	fgA	AfgA	JJ
tinera	t	ti	tin	tine	a	ra	era	nera	NN
lambA	l	la	lam	lamb	A	bA	mbA	ambA	JJ
lAinabanxI	l	lA	lAi	lAin	I	xI	nxI	anxI	NN
baswi	b	ba	bas	basw	i	wi	swi	aswi	NN

sumuKa	s	su	sum	sumu	a	Ka	uKa	muKa	NN
xike	x	xi	xik	xike	e	ke	ike	xike	NST
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	QF
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	RDP
kayZekatA	k	ka	kay	kayZ	A	tA	atA	katA	QF
jalera	j	ja	jal	jale	a	ra	era	lera	NN
kala	k	ka	kal	kala	a	la	ala	kala	NNP
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
piCana	p	pi	piC	piCa	a	na	ana	Cana	NST
xike	x	xi	xik	xike	e	ke	ike	xike	PSP
emani	e	em	ema	eman	i	ni	ani	mani	DEM
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	NN
sAri	s	sA	sAr	sAri	i	ri	Ari	sAri	RDP
tinera	t	ti	tin	tine	a	ra	era	nera	NN
pAyZaKAnA	p	pA	pAy	pAyZ	A	nA	AnA	KAnA	NN

godZAwe	g	go	god	godZ	e	we	Awe	ZAwe	NN
hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
xarajA	x	xa	xar	xara	A	jA	ajA	rajA	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
Wale	W	Wa	Wal	Wale	e	le	ale	Wale	NN
o	o	o	o	o	o	o	o	o	CC
cata-CezdZA	c	ca	cat	cata	A	ZA	dZA	zdZA	NN
JuliweCe	J	Ju	Jul	Juli	e	Ce	eCe	weCe	VM

ihAi	i	ih	ihA	ihAi	i	Ai	hAi	ihAi	PRP
BArawabarRIyZa	B	BA	BAr	BAra	a	Za	yZa	IyZa	JJ
kulI-lAina	k	ku	kul	kulI	a	na	ina	Aina	NN

pAFjAbI	p	pA	pAF	pAFj	I	bI	AbI	jAbI	XC
mAxrAjI	m	mA	mAx	mAxr	I	jI	AjI	rAjI	NNP
barmA	b	ba	bar	barm	A	mA	rmA	armA	NNP
bAfgAlI	b	bA	bAf	bAfg	I	lI	AlI	gAlI	NN
udZe	u	ud	udZ	udZe	e	Ze	dZe	udZe	VM
hinxu	h	hi	hin	hinx	u	xu	nxu	inxu	NN
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ
swrI	s	sw	swr	swrI	I	rI	wrI	swrI	NN
o	o	o	o	o	o	o	o	o	CC
puruRe	p	pu	pur	puru	e	Re	uRe	ruRe	NN
prAyZa	p	pr	prA	prAy	a	Za	yZa	AyZa	RB
hAjAra-KAneka	h	hA	hAj	hAjA	a	ka	eka	neka	QC
jIba	j	jI	jIb	jIba	a	ba	Iba	jIba	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
byabasWAke	b	by	bya	byab	e	ke	Ake	WAke	NN
ASrayZa	A	AS	ASr	ASra	a	Za	yZa	ayZa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
xinera	x	xi	xin	xine	a	ra	era	nera	NN
para	p	pa	par	para	a	ra	ara	para	NST
xina	x	xi	xin	xina	a	na	ina	xina	NN
mAsera	m	mA	mAs	mAse	a	ra	era	sera	NN
para	p	pa	par	para	a	ra	ara	para	NST
mAsa	m	mA	mAs	mAsa	a	sa	Asa	mAsa	NN
baCarera	b	ba	baC	baCa	a	ra	era	rera	NN
para	p	pa	par	para	a	ra	ara	para	NST
baCara	b	ba	baC	baCa	a	ra	ara	Cara	NN
jIbanayAwrA	j	jI	jIb	jIba	A	rA	wrA	AwrA	NN
nirbAha	n	ni	nir	nirb	a	ha	Aha	bAha	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
caliyZACe	c	ca	cal	cali	e	Ce	ACe	ZACe	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kahila	k	ka	kah	kahi	a	la	ila	hila	NNP
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
kAjera	k	kA	kAj	kAje	a	ra	era	jera	NN
xina	x	xi	xin	xina	a	na	ina	xina	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
naile	n	na	nai	nail	e	le	ile	aile	CC
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
jalera	j	ja	jal	jale	a	ra	era	lera	NN
kalei	k	ka	kal	kale	i	ei	lei	alei	NN
xu-ekatA	x	xu	xu-	xu-e	A	tA	atA	katA	QC
rakwArakwi	r	ra	rak	rakw	i	wi	kwi	akwi	NN
kANda	k	kA	kAN	kANd	a	da	Nda	ANda	NN
