behArA	b	be	beh	behA	A	rA	ArA	hArA	NN
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
lotA-kambala	l	lo	lot	lotA	a	la	ala	bala	NN
lATiwe	l	lA	lAT	lATi	e	we	iwe	Tiwe	NN
JulAiyZA	J	Ju	Jul	JulA	A	ZA	yZA	iyZA	VM
setA	s	se	set	setA	A	tA	etA	setA	PRP
kAzXe	k	kA	kAz	kAzX	e	Xe	zXe	AzXe	VM
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VAUX
bIrera	b	bI	bIr	bIre	a	ra	era	rera	NN
mawai	m	ma	maw	mawa	i	ai	wai	awai	PSP
paxabraje	p	pa	pax	paxa	e	je	aje	raje	NN
safge	s	sa	saf	safg	e	ge	fge	afge	NST
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	NN
praswuwa	p	pr	pra	pras	a	wa	uwa	wuwa	JJ
haila	h	ha	hai	hail	a	la	ila	aila	VM

bAdZira	b	bA	bAd	bAdZ	a	ra	ira	Zira	NN
KabaraxArIra	K	Ka	Kab	Kaba	a	ra	Ira	rIra	NN
BAra	B	BA	BAr	BAra	a	ra	Ara	BAra	NN
xaroyZAna	x	xa	xar	xaro	a	na	Ana	ZAna	NN
o	o	o	o	o	o	o	o	o	CC
anyAnya	a	an	any	anyA	a	ya	nya	Anya	JJ
Bqwyaxera	B	Bq	Bqw	Bqwy	a	ra	era	xera	NN
upare	u	up	upa	upar	e	re	are	pare	NST
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
kona	k	ko	kon	kona	a	na	ona	kona	QF
eka	e	ek	eka	eka	a	ka	eka	eka	QC
ajAnA	a	aj	ajA	ajAn	A	nA	AnA	jAnA	JJ
mAJulira	m	mA	mAJ	mAJu	a	ra	ira	lira	NN
paWe	p	pa	paW	paWe	e	We	aWe	paWe	NN
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
ekamAwra	e	ek	eka	ekam	a	ra	wra	Awra	JJ
sureSakei	s	su	sur	sure	i	ei	kei	akei	NN
lakRya	l	la	lak	lakR	a	ya	Rya	kRya	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
gqhera	g	gq	gqh	gqhe	a	ra	era	hera	NN
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
byApAratAi	b	by	byA	byAp	i	Ai	tAi	atAi	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
axBuwa	a	ax	axB	axBu	a	wa	uwa	Buwa	JJ
sbapnera	s	sb	sba	sbap	a	ra	era	nera	NN
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
Tekiwe	T	Te	Tek	Teki	e	we	iwe	kiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
bAra	b	bA	bAr	bAra	a	ra	Ara	bAra	NN
bAra	b	bA	bAr	bAra	a	ra	Ara	bAra	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
biciwra	b	bi	bic	bici	a	ra	wra	iwra	JJ
jagawe	j	ja	jag	jaga	e	we	awe	gawe	NN
emana	e	em	ema	eman	a	na	ana	mana	DEM
GatanAo	G	Ga	Gat	Gata	o	Ao	nAo	anAo	NN
ekaxina	e	ek	eka	ekax	a	na	ina	xina	NN
Gatibe	G	Ga	Gat	Gati	e	be	ibe	tibe	VM
e	e	e	e	e	e	e	e	e	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
BAbiwe	B	BA	BAb	BAbi	e	we	iwe	biwe	VM
pAriwa	p	pA	pAr	pAri	a	wa	iwa	riwa	VAUX

XUlA-bAlira	X	XU	XUl	XUlA	a	ra	ira	lira	NN
kAzcA	k	kA	kAz	kAzc	A	cA	zcA	AzcA	JJ
paWa	p	pa	paW	paWa	a	Wa	aWa	paWa	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
kaKanao	k	ka	kaK	kaKa	o	ao	nao	anao	PRP
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
subiswIrNa	s	su	sub	subi	a	Na	rNa	IrNa	JJ
mATera	m	mA	mAT	mATe	a	ra	era	Tera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
aspaRta	a	as	asp	aspa	a	ta	Rta	aRta	JJ
kaKanao	k	ka	kaK	kaKa	o	ao	nao	anao	NN
bA	b	bA	bA	bA	A	bA	bA	bA	CC
kRuxra	k	kR	kRu	kRux	a	ra	xra	uxra	JJ
grAmera	g	gr	grA	grAm	a	ra	era	mera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
lupwa	l	lu	lup	lupw	a	wa	pwa	upwa	JJ
abaruxXa	a	ab	aba	abar	a	Xa	xXa	uxXa	JJ

gqhasWera	g	gq	gqh	gqha	a	ra	era	Wera	NN
subiXA	s	su	sub	subi	A	XA	iXA	biXA	NN
o	o	o	o	o	o	o	o	o	CC
marjimawa	m	ma	mar	marj	a	wa	awa	mawa	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
AyZawana	A	Ay	AyZ	AyZa	a	na	ana	wana	NN
o	o	o	o	o	o	o	o	o	CC
uxxeSya	u	ux	uxx	uxxe	a	ya	Sya	eSya	NN
paribarwiwa	p	pa	par	pari	a	wa	iwa	wiwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kaKano	k	ka	kaK	kaKa	o	no	ano	Kano	PRP
bA	b	bA	bA	bA	A	bA	bA	bA	CC
naxIra	n	na	nax	naxI	a	ra	Ira	xIra	NN
XAra	X	XA	XAr	XAra	a	ra	Ara	XAra	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
kaKano	k	ka	kaK	kaKa	o	no	ano	Kano	PRP
bA	b	bA	bA	bA	A	bA	bA	bA	CC
gqhaprAfgaNera	g	gq	gqh	gqha	a	ra	era	Nera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
xiyZAi	x	xi	xiy	xiyZ	i	Ai	ZAi	yZAi	PSP
se	s	se	se	se	e	se	se	se	DEM
grAmAnware	g	gr	grA	grAm	e	re	are	ware	NN
caliyZA	c	ca	cal	cali	A	ZA	yZA	iyZA	VM
giyZACe	g	gi	giy	giyZ	e	Ce	ACe	ZACe	VAUX

praWama	p	pr	pra	praW	a	ma	ama	Wama	QO
kiCuxUra	k	ki	kiC	kiCu	a	ra	Ura	xUra	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kOwUhala	k	kO	kOw	kOwU	a	la	ala	hala	NN
mAJe	m	mA	mAJ	mAJe	e	Je	AJe	mAJe	NST
mAJe	m	mA	mAJ	mAJe	e	Je	AJe	mAJe	RDP
sajAga	s	sa	saj	sajA	a	ga	Aga	jAga	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uTiweCila	u	uT	uTi	uTiw	a	la	ila	Cila	VAUX

ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
mqwaxeha	m	mq	mqw	mqwa	a	ha	eha	xeha	NN
ekaKaNda	e	ek	eka	ekaK	a	da	Nda	aNda	QC
bAzSe	b	bA	bAz	bAzS	e	Se	zSe	AzSe	NN
bAzXiyZA	b	bA	bAz	bAzX	A	ZA	yZA	iyZA	VM
kayZekajana	k	ka	kay	kayZ	a	na	ana	jana	QF
lokake	l	lo	lok	loka	e	ke	ake	kake	NN
nikata	n	ni	nik	nika	a	ta	ata	kata	NST
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
bahana	b	ba	bah	baha	a	na	ana	hana	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VAUX
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
saMkramaNera	s	sa	saM	saMk	a	ra	era	Nera	NN
BayZe	B	Ba	Bay	BayZ	e	Ze	yZe	ayZe	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
xeha	x	xe	xeh	xeha	a	ha	eha	xeha	NN
safkuciwa	s	sa	saf	safk	a	wa	iwa	ciwa	JJ
haiyZACila	h	ha	hai	haiy	a	la	ila	Cila	VM
icCA	i	ic	icC	icCA	A	CA	cCA	icCA	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
layZa	l	la	lay	layZ	a	Za	yZa	ayZa	NN
kise	k	ki	kis	kise	e	se	ise	kise	WQ
mariyZACe	m	ma	mar	mari	e	Ce	ACe	ZACe	VM
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
